at,stream,board,date,cost_usd,result
2026-09-18T10:40:17Z,votes,conservation-commission,2025-06-04,0.0770,ok
2026-09-18T10:40:19Z,votes,school-committee,2025-06-04,0.1100,ok
2026-09-18T10:40:29Z,votes,public-access-cable-committee-pacc,2025-06-02,0.0600,ok
2026-09-18T10:40:43Z,votes,green-communities-committee,2025-06-02,0.0590,ok
2026-09-18T10:40:59Z,votes,board-of-health,2025-06-02,0.0620,ok
2026-09-18T10:41:29Z,votes,select-board,2025-06-03,0.1080,ok
2026-09-18T10:42:22Z,votes,sewer-commission,2025-05-22,0.0830,ok
2026-09-18T10:43:46Z,votes,sewer-commission,2025-05-27,0.1440,ok
2026-09-18T10:44:40Z,votes,select-board,2025-05-22,0.1330,ok
2026-09-18T10:44:41Z,votes,cemetery-commission,2025-05-22,0.0920,ok
2026-09-18T10:45:16Z,votes,conservation-commission,2025-05-21,0.0730,ok
2026-09-18T10:45:48Z,votes,school-committee,2025-05-21,0.1080,ok
2026-09-18T10:46:31Z,votes,school-committee,2025-05-20,0.0760,ok
2026-09-18T10:46:45Z,votes,select-board,2025-05-20,0.1090,ok
2026-09-18T10:47:04Z,votes,board-of-health,2025-05-19,0.0700,ok
2026-09-18T10:47:19Z,votes,agricultural-commission,2025-05-19,0.0610,ok
2026-09-18T10:47:36Z,votes,board-of-assessors,2025-05-19,0.0850,ok
2026-09-18T10:47:55Z,votes,library-board-of-trustees,2025-05-15,0.0870,ok
2026-09-18T10:47:57Z,votes,school-committee,2025-05-15,0.0750,ok
2026-09-18T10:48:54Z,votes,open-space-committee,2025-05-14,0.0840,ok
2026-09-18T10:49:10Z,votes,sewer-commission,2025-05-13,0.0930,ok
2026-09-18T10:49:25Z,votes,select-board,2025-05-13,0.0820,ok
2026-09-18T10:49:31Z,votes,council-on-aging,2025-05-13,0.0680,ok
2026-09-18T10:49:31Z,votes,finance-committee,2025-05-08,,failed
2026-09-18T10:49:31Z,votes,architectural-preservation-district-commission,2025-05-08,,failed
2026-09-18T10:49:31Z,votes,school-committee,2025-05-07,,failed
2026-09-18T10:50:08Z,votes,planning-board,2025-05-12,0.0910,ok
2026-09-18T14:53:33Z,votes,green-communities-committee,2025-09-08,,ok
2026-09-18T14:53:52Z,votes,architectural-preservation-district-commission,2025-05-08,0.0850,ok
2026-09-18T14:53:53Z,votes,finance-committee,2025-05-08,0.0890,ok
2026-09-18T14:54:03Z,votes,school-committee,2025-05-06,0.0580,ok
2026-09-18T14:54:33Z,votes,public-access-cable-committee-pacc,2025-05-05,0.0700,ok
2026-09-18T14:54:46Z,votes,school-committee,2025-05-05,0.0800,ok
2026-09-18T14:54:53Z,votes,board-of-health,2025-05-05,0.0660,ok
2026-09-18T14:55:04Z,votes,board-of-assessors,2025-05-05,0.0670,ok
2026-09-18T14:55:08Z,votes,conservation-commission,2025-05-07,0.1390,ok
2026-09-18T14:55:24Z,votes,sewer-commission,2025-04-29,0.0650,ok
2026-09-18T14:55:35Z,votes,school-committee,2025-05-01,0.0780,ok
2026-09-18T14:55:35Z,votes,planning-board,2025-04-28,0.0580,ok
2026-09-18T14:55:36Z,votes,school-committee,2025-05-07,0.1750,ok
2026-09-18T14:55:38Z,votes,lunenburg-300th-anniversary-committee,2025-04-28,,failed
2026-09-18T14:55:40Z,votes,school-committee,2025-04-30,0.0720,ok
2026-09-18T14:55:40Z,votes,finance-committee,2025-04-24,,failed
2026-09-18T14:55:40Z,votes,cemetery-commission,2025-04-24,,failed
2026-09-18T15:39:53Z,votes,green-communities-committee,2025-09-08,,ok
2026-09-18T15:40:20Z,votes,finance-committee,2025-04-24,0.0840,ok
2026-09-18T15:40:23Z,votes,library-board-of-trustees,2025-04-17,0.0900,ok
2026-09-18T15:40:25Z,votes,lunenburg-housing-authority,2025-04-17,0.0840,ok
2026-09-18T15:40:39Z,votes,cemetery-commission,2025-04-24,0.0920,ok
2026-09-18T15:40:53Z,votes,sewer-commission,2025-04-15,0.0670,ok
2026-09-18T15:41:06Z,votes,school-committee,2025-04-16,0.0920,ok
2026-09-18T15:41:36Z,votes,conservation-commission,2025-04-16,0.1160,ok
2026-09-18T15:41:50Z,votes,architectural-preservation-district-commission,2025-04-10,0.0620,ok
2026-09-18T15:42:01Z,votes,agricultural-commission,2025-04-14,0.0850,ok
2026-09-18T15:42:17Z,votes,planning-board,2025-04-14,0.0980,ok
2026-09-18T15:42:31Z,votes,board-of-assessors,2025-04-16,0.1230,ok
2026-09-18T15:42:54Z,votes,public-access-cable-committee-pacc,2025-04-07,0.0660,ok
2026-09-18T15:43:01Z,votes,school-committee,2025-04-07,0.0780,ok
2026-09-18T15:43:04Z,votes,lunenburg-municipal-building-design-committee,2025-04-07,0.0580,ok
2026-09-18T15:43:10Z,votes,council-on-aging,2025-04-08,0.0910,ok
2026-09-18T15:43:27Z,votes,green-communities-committee,2025-04-07,0.0680,ok
2026-09-18T15:43:35Z,votes,select-board,2025-04-08,0.1300,ok
2026-09-18T15:44:09Z,votes,board-of-health,2025-04-07,0.0890,ok
2026-09-18T15:44:26Z,votes,finance-committee,2025-03-27,0.0670,ok
2026-09-18T15:44:29Z,votes,finance-committee,2025-04-03,0.1200,ok
2026-09-18T15:44:43Z,votes,cemetery-commission,2025-03-27,0.0670,ok
2026-09-18T15:44:49Z,votes,sewer-commission,2025-03-25,0.0670,ok
2026-09-18T15:45:14Z,votes,board-of-assessors,2025-04-02,0.1080,ok
2026-09-18T15:45:32Z,votes,school-advisory-councils-committees,2025-03-25,0.0800,ok
2026-09-18T15:45:45Z,votes,agricultural-commission,2025-03-24,0.0790,ok
2026-09-18T15:45:47Z,votes,library-board-of-trustees,2025-03-20,0.0780,ok
2026-09-18T15:45:50Z,votes,planning-board,2025-03-24,0.1060,ok
2026-09-18T15:46:01Z,votes,finance-committee,2025-03-20,0.0610,ok
2026-09-18T15:46:03Z,votes,conservation-commission,2025-04-02,0.1510,ok
2026-09-18T15:46:17Z,votes,school-committee,2025-03-19,0.0870,ok
2026-09-18T15:46:27Z,votes,board-of-assessors,2025-03-19,0.0670,ok
2026-09-18T15:46:28Z,votes,board-of-health,2025-03-17,0.0590,ok
2026-09-18T15:46:36Z,votes,architectural-preservation-district-commission,2025-03-13,0.0570,ok
2026-09-18T15:46:43Z,votes,finance-committee,2025-03-13,0.0680,ok
2026-09-18T15:46:58Z,votes,school-committee,2025-03-12,0.0990,ok
2026-09-18T15:47:13Z,votes,sewer-commission,2025-03-11,0.0620,ok
2026-09-18T15:47:21Z,votes,select-board,2025-03-19,0.1140,ok
2026-09-18T15:47:30Z,votes,council-on-aging,2025-03-11,0.0590,ok
2026-09-18T15:47:38Z,votes,board-of-assessors,2025-03-12,0.0900,ok
2026-09-18T15:48:09Z,votes,conservation-commission,2025-03-19,0.1380,ok
2026-09-18T15:48:11Z,votes,planning-board,2025-03-10,0.0890,ok
2026-09-18T15:48:38Z,votes,finance-committee,2025-03-06,0.0720,ok
2026-09-18T15:48:45Z,votes,school-committee,2025-03-10,0.0950,ok
2026-09-18T15:49:02Z,votes,public-access-cable-committee-pacc,2025-03-03,0.0650,ok
2026-09-18T15:49:09Z,votes,select-board,2025-03-11,0.1380,ok
2026-09-18T15:49:14Z,votes,lunenburg-municipal-building-design-committee,2025-03-03,0.0590,ok
2026-09-18T15:49:19Z,votes,green-communities-committee,2025-03-03,0.0600,ok
2026-09-18T15:49:35Z,votes,conservation-commission,2025-03-05,0.1090,ok
2026-09-18T15:49:42Z,votes,finance-committee,2025-02-27,0.0700,ok
2026-09-18T15:49:50Z,votes,board-of-health,2025-03-03,0.0790,ok
2026-09-18T15:49:56Z,votes,cemetery-commission,2025-02-27,0.0670,ok
2026-09-18T15:50:03Z,votes,select-board,2025-03-04,0.1130,ok
2026-09-18T15:50:09Z,votes,finance-committee,2025-02-25,0.0660,ok
2026-09-18T15:50:10Z,votes,sewer-commission,2025-02-25,0.0670,ok
2026-09-18T15:50:15Z,votes,school-committee,2025-02-26,0.0990,ok
2026-09-18T15:50:41Z,votes,planning-board,2025-02-24,0.0860,ok
2026-09-18T15:50:51Z,votes,library-board-of-trustees,2025-02-20,0.0660,ok
2026-09-18T15:51:03Z,votes,finance-committee,2025-02-20,0.0620,ok
2026-09-18T15:51:27Z,votes,planning-board,2025-02-19,0.0660,ok
2026-09-18T15:51:29Z,votes,conservation-commission,2025-02-25,0.1170,ok
2026-09-18T15:51:37Z,votes,lunenburg-municipal-building-design-committee,2025-02-19,0.0590,ok
2026-09-18T15:51:50Z,votes,lunenburg-housing-authority,2025-02-20,0.1330,ok
2026-09-18T15:51:59Z,votes,board-of-assessors,2025-02-19,0.0720,ok
2026-09-18T15:52:17Z,votes,agricultural-commission,2025-02-24,0.1210,ok
2026-09-18T15:52:18Z,votes,finance-committee,2025-02-13,0.0690,ok
2026-09-18T15:52:36Z,votes,open-space-committee,2025-02-12,0.0630,ok
2026-09-18T15:52:38Z,votes,architectural-preservation-district-commission,2025-02-13,0.0640,ok
2026-09-18T15:52:55Z,votes,sewer-commission,2025-02-11,0.0680,ok
2026-09-18T15:52:57Z,votes,select-board,2025-02-18,0.0980,ok
2026-09-18T15:53:07Z,votes,council-on-aging,2025-02-11,0.0600,ok
2026-09-18T15:53:20Z,votes,conservation-commission,2025-02-19,0.1180,ok
2026-09-18T15:53:27Z,votes,planning-board,2025-02-10,0.0900,ok
2026-09-18T15:53:45Z,votes,school-committee,2025-02-05,0.0980,ok
2026-09-18T15:53:54Z,votes,lunenburg-municipal-building-design-committee,2025-02-04,0.0590,ok
2026-09-18T15:53:57Z,votes,select-board,2025-02-04,0.0860,ok
2026-09-18T15:54:20Z,votes,board-of-assessors,2025-02-05,0.0980,ok
2026-09-18T15:54:23Z,votes,lunenburg-municipal-building-design-committee,2025-02-03,0.0680,ok
2026-09-18T15:54:40Z,votes,green-communities-committee,2025-02-03,0.0660,ok
2026-09-18T15:54:40Z,votes,school-committee,2025-02-01,0.0630,ok
2026-09-18T15:54:45Z,votes,public-access-cable-committee-pacc,2025-02-03,0.0820,ok
2026-09-18T15:54:58Z,votes,sewer-commission,2025-01-28,0.0620,ok
2026-09-18T15:55:00Z,votes,select-board,2025-02-11,0.1510,ok
2026-09-18T15:55:22Z,votes,select-board,2025-01-28,0.0700,ok
2026-09-18T15:55:39Z,votes,school-committee,2025-01-29,0.0850,ok
2026-09-18T15:55:54Z,votes,conservation-commission,2025-01-29,0.0940,ok
2026-09-18T15:55:59Z,votes,agricultural-commission,2025-01-27,0.0660,ok
2026-09-18T15:56:14Z,votes,select-board,2025-01-27,0.0950,ok
2026-09-18T15:56:28Z,votes,lunenburg-municipal-building-design-committee,2025-01-22,0.0610,ok
2026-09-18T15:56:49Z,votes,planning-board,2025-01-27,0.1190,ok
2026-09-18T15:56:50Z,votes,lunenburg-housing-authority,2025-01-23,0.0880,ok
2026-09-18T15:56:53Z,votes,school-committee,2025-01-22,0.0910,ok
2026-09-18T15:56:57Z,votes,conservation-commission,2025-01-22,0.0850,ok
2026-09-18T15:57:13Z,votes,sewer-commission,2025-01-21,0.0730,ok
2026-09-18T15:57:38Z,votes,public-access-cable-committee-pacc,2025-01-20,0.0750,ok
2026-09-18T15:57:39Z,votes,school-committee,2025-01-17,0.0690,ok
2026-09-18T15:57:55Z,votes,library-board-of-trustees,2025-01-16,0.0850,ok
2026-09-18T15:58:16Z,votes,architectural-preservation-district-commission,2025-01-16,0.0760,ok
2026-09-18T15:58:22Z,votes,select-board,2025-01-21,0.1100,ok
2026-09-18T15:58:28Z,votes,council-on-aging,2025-01-14,0.0620,ok
2026-09-18T15:58:42Z,votes,board-of-assessors,2025-01-22,0.1150,ok
2026-09-18T15:58:42Z,votes,cemetery-commission,2025-01-09,,ok
2026-09-18T15:58:58Z,votes,finance-committee,2025-01-09,0.0790,ok
2026-09-18T15:59:10Z,votes,open-space-committee,2025-01-08,0.0650,ok
2026-09-18T15:59:19Z,votes,school-committee,2025-01-08,0.0850,ok
2026-09-18T15:59:27Z,votes,board-of-assessors,2025-01-08,0.0580,ok
2026-09-18T15:59:30Z,votes,select-board,2025-01-15,0.1110,ok
2026-09-18T15:59:41Z,votes,historical-commission,2025-01-07,0.0570,ok
2026-09-18T16:00:03Z,votes,library-board-of-trustees,2025-01-07,0.0710,ok
2026-09-18T16:00:13Z,votes,lunenburg-municipal-building-design-committee,2025-01-06,0.0610,ok
2026-09-18T16:00:36Z,votes,public-access-cable-committee-pacc,2025-01-06,0.0860,ok
2026-09-18T16:00:47Z,votes,finance-committee,2024-12-19,0.0640,ok
2026-09-18T16:01:01Z,votes,planning-board,2025-01-13,0.1600,ok
2026-09-18T16:01:15Z,votes,board-of-health,2025-01-06,0.0890,ok
2026-09-18T16:01:36Z,votes,school-committee,2024-12-18,0.1050,ok
2026-09-18T16:01:36Z,votes,conservation-commission,2025-01-08,0.1500,ok
2026-09-18T16:01:43Z,votes,board-of-assessors,2024-12-18,0.0730,ok
2026-09-18T16:01:48Z,votes,lunenburg-municipal-building-design-committee,2024-12-16,0.0630,ok
2026-09-18T16:02:14Z,votes,board-of-health,2024-12-16,0.0690,ok
2026-09-18T16:02:16Z,votes,agricultural-commission,2024-12-16,0.0680,ok
2026-09-18T16:02:24Z,votes,library-board-of-trustees,2024-12-12,0.0650,ok
2026-09-18T16:02:31Z,votes,architectural-preservation-district-commission,2024-12-12,0.0600,ok
2026-09-18T16:03:02Z,votes,conservation-commission,2024-12-18,0.1340,ok
2026-09-18T16:03:12Z,votes,council-on-aging,2024-12-10,0.0590,ok
2026-09-18T16:03:32Z,votes,sewer-commission,2024-12-10,0.0910,ok
2026-09-18T16:03:44Z,votes,public-access-cable-committee-pacc,2024-12-09,0.0710,ok
2026-09-18T16:04:00Z,votes,select-board,2024-12-17,0.1500,ok
2026-09-18T16:04:03Z,votes,planning-board,2024-12-09,0.0820,ok
2026-09-18T16:04:11Z,votes,green-communities-committee,2024-12-09,0.0580,ok
2026-09-18T16:05:08Z,votes,conservation-commission,2024-12-04,0.1070,ok
2026-09-18T16:05:10Z,votes,lunenburg-300th-anniversary-committee,2024-12-09,0.1110,ok
2026-09-18T16:05:15Z,votes,select-board,2024-12-10,0.1650,ok
2026-09-18T16:05:26Z,votes,school-committee,2024-12-04,0.1120,ok
2026-09-18T16:05:26Z,votes,lunenburg-municipal-building-design-committee,2024-12-02,0.0590,ok
2026-09-18T16:05:26Z,votes,board-of-assessors,2024-12-02,,ok
2026-09-18T16:05:31Z,votes,public-access-cable-committee-pacc,2024-12-02,0.0650,ok
2026-09-18T16:05:42Z,votes,lunenburg-municipal-building-design-committee,2024-11-25,0.0580,ok
2026-09-18T16:05:43Z,votes,planning-board,2024-11-25,0.0750,ok
2026-09-18T16:05:54Z,votes,library-board-of-trustees,2024-11-21,0.0650,ok
2026-09-18T16:05:57Z,votes,school-committee,2024-11-20,0.0710,ok
2026-09-18T16:06:02Z,votes,lunenburg-municipal-building-design-committee,2024-11-20,0.0570,ok
2026-09-18T16:06:11Z,votes,historical-commission,2024-12-02,0.0750,ok
2026-09-18T16:06:13Z,votes,board-of-assessors,2024-11-20,0.0630,ok
2026-09-18T16:06:20Z,votes,sewer-commission,2024-11-19,0.0660,ok
2026-09-18T16:06:34Z,votes,board-of-health,2024-11-18,0.0670,ok
2026-09-18T16:06:39Z,votes,lunenburg-municipal-building-design-committee,2024-11-14,0.0630,ok
2026-09-18T16:06:45Z,votes,architectural-preservation-district-commission,2024-11-14,0.0590,ok
2026-09-18T16:06:49Z,votes,agricultural-commission,2024-11-18,0.0720,ok
2026-09-18T16:06:58Z,votes,council-on-aging,2024-11-12,0.0620,ok
2026-09-18T16:07:05Z,votes,select-board,2024-12-03,0.1340,ok
2026-09-18T16:07:22Z,votes,school-committee,2024-11-06,0.0860,ok
2026-09-18T16:07:35Z,votes,sewer-commission,2024-11-05,0.0650,ok
2026-09-18T16:08:08Z,votes,select-board,2024-11-13,0.1050,ok
2026-09-18T16:08:18Z,votes,lunenburg-municipal-building-design-committee,2024-11-04,0.0860,ok
2026-09-18T16:08:28Z,votes,board-of-assessors,2024-11-06,0.1000,ok
2026-09-18T16:08:33Z,votes,capital-planning-committee,2024-11-04,0.0720,ok
2026-09-18T16:08:47Z,votes,conservation-commission,2024-11-06,0.1450,ok
2026-09-18T16:09:05Z,votes,finance-committee,2024-10-24,0.0900,ok
2026-09-18T16:09:24Z,votes,planning-board,2024-10-28,0.1160,ok
2026-09-18T16:09:33Z,votes,finance-committee-appointing-committee,2024-10-22,0.0720,ok
2026-09-18T16:09:50Z,votes,lunenburg-municipal-building-design-committee,2024-10-21,0.0650,ok
2026-09-18T16:10:02Z,votes,sewer-commission,2024-10-22,0.0940,ok
2026-09-18T16:10:10Z,votes,capital-planning-committee,2024-10-23,0.1080,ok
2026-09-18T16:10:10Z,votes,agricultural-commission,2024-10-21,0.0620,ok
2026-09-18T16:10:15Z,votes,capital-planning-committee,2024-10-21,0.0790,ok
2026-09-18T16:10:28Z,votes,library-board-of-trustees,2024-10-17,0.0740,ok
2026-09-18T16:10:33Z,votes,architectural-preservation-district-commission,2024-10-17,0.0680,ok
2026-09-18T16:11:10Z,votes,lunenburg-housing-authority,2024-10-17,0.0930,ok
2026-09-18T16:11:36Z,votes,board-of-assessors,2024-10-15,0.0650,ok
2026-09-18T16:11:39Z,votes,school-committee,2024-10-16,0.1100,ok
2026-09-18T16:11:46Z,votes,board-of-assessors,2024-10-16,0.0990,ok
2026-09-18T16:11:51Z,votes,finance-committee,2024-10-10,0.0700,ok
2026-09-18T16:11:54Z,votes,capital-planning-committee,2024-10-09,0.0640,ok
2026-09-18T16:12:11Z,votes,select-board,2024-10-08,0.0720,ok
2026-09-18T16:12:29Z,votes,conservation-commission,2024-10-16,0.1370,ok
2026-09-18T16:12:45Z,votes,council-on-aging,2024-10-08,0.0790,ok
2026-09-18T16:12:55Z,votes,sewer-commission,2024-10-08,0.0950,ok
2026-09-18T16:13:08Z,votes,board-of-health,2024-10-07,0.0670,ok
2026-09-18T16:13:10Z,votes,historical-commission,2024-10-08,0.0930,ok
2026-09-18T16:13:19Z,votes,town-manager-screening-committee,2024-10-07,0.0770,ok
2026-09-18T16:13:23Z,votes,conservation-commission,2024-10-02,0.0630,ok
2026-09-18T16:13:32Z,votes,board-of-assessors,2024-10-02,0.0720,ok
2026-09-18T16:13:46Z,votes,finance-committee,2024-09-26,0.0640,ok
2026-09-18T16:13:49Z,votes,agricultural-commission,2024-09-30,0.0690,ok
2026-09-18T16:14:01Z,votes,library-board-of-trustees,2024-09-26,0.0900,ok
2026-09-18T16:14:06Z,votes,sewer-commission,2024-09-24,0.0700,ok
2026-09-18T16:14:15Z,votes,planning-board,2024-09-23,0.0800,ok
2026-09-18T16:14:21Z,votes,agricultural-commission,2024-09-23,0.0610,ok
2026-09-18T16:14:28Z,votes,school-committee,2024-10-02,0.1180,ok
2026-09-18T16:14:47Z,votes,school-committee,2024-09-18,0.0780,ok
2026-09-18T16:14:50Z,votes,conservation-commission,2024-09-18,0.0740,ok
2026-09-18T16:15:03Z,votes,board-of-assessors,2024-09-18,0.0640,ok
2026-09-18T16:15:29Z,votes,lunenburg-municipal-building-design-committee,2024-09-23,0.1010,ok
2026-09-18T16:16:18Z,votes,lunenburg-housing-authority,2024-09-19,0.1220,ok
2026-09-18T16:16:22Z,minutes,architectural-preservation-district-commission,2027-01-16,0.3100,ok
2026-09-18T16:16:22Z,minutes,planning-board,2026-09-14,,ok
2026-09-18T16:17:23Z,minutes,stormwater-task-force,2026-09-14,0.2120,ok
2026-09-18T16:18:13Z,minutes,open-space-committee,2026-09-09,0.2220,ok
2026-09-18T16:18:13Z,minutes,trust-fund-commission,2026-09-10,0.3640,ok
2026-09-18T16:18:28Z,minutes,conservation-commission,2026-09-16,0.5480,ok
2026-09-18T16:19:01Z,minutes,board-of-assessors,2027-11-06,0.6230,ok
2026-09-18T16:20:01Z,minutes,board-of-assessors,2026-09-09,0.3200,ok
2026-09-18T16:20:14Z,minutes,public-access-cable-committee-pacc,2026-09-08,,failed
2026-09-18T16:20:14Z,minutes,lunenburg-water-district,2026-09-08,0.3440,ok
2026-09-18T16:20:15Z,minutes,council-on-aging,2026-09-08,,failed
2026-09-18T16:20:18Z,minutes,personnel-committee,2026-09-03,,failed
2026-09-18T16:21:18Z,minutes,conservation-commission,2026-09-02,,failed
2026-09-18T16:26:18Z,minutes,sewer-commission,2026-09-08,,failed
2026-09-18T16:26:18Z,minutes,town-meeting,2026-09-03,,failed
2026-09-18T16:26:18Z,minutes,personnel-committee,2026-09-03,,failed
2026-09-18T16:26:22Z,minutes,conservation-commission,2026-09-02,,failed
2026-09-18T18:21:02Z,votes,green-communities-committee,2025-09-08,,ok
2026-09-18T18:21:02Z,votes,cemetery-commission,2025-01-09,,ok
2026-09-18T18:21:02Z,votes,board-of-assessors,2024-12-02,,ok
2026-09-18T18:21:02Z,minutes,planning-board,2026-09-14,,ok
2026-09-18T18:21:58Z,minutes,personnel-committee,2026-09-03,0.2670,ok
2026-09-18T18:23:19Z,minutes,conservation-commission,2026-09-02,0.4160,ok
2026-09-18T18:23:46Z,minutes,lunenburg-municipal-building-design-committee,2026-08-31,0.3290,ok
2026-09-18T18:24:32Z,minutes,town-meeting,2026-09-03,,failed
2026-09-18T18:25:32Z,minutes,stormwater-task-force,2026-08-31,,failed
