kind,sy,org_code,org_name,org_type,stu_grp,gk_pct,g01_pct,g02_pct,g03_pct,g04_pct,g05_pct,g06_pct,g07_pct,g08_pct,g09_pct,g10_pct,g11_pct,grd_all
attrition,2023,01620025,Turkey Hill Elementary School,School,White,,,,0.009,0.033,,,,,,,,0.02
attrition,2023,01620025,Turkey Hill Elementary School,School,High Needs,,,,0.02,0.122,,,,,,,,0.067
attrition,2023,01620025,Turkey Hill Elementary School,School,English Learners,,,,,,,,,,,,,
attrition,2023,01620025,Turkey Hill Elementary School,School,Low Income,,,,0.029,0.097,,,,,,,,0.062
attrition,2023,01620025,Turkey Hill Elementary School,School,Students with Disabilities,,,,0.0,0.154,,,,,,,,0.061
attrition,2023,01620025,Turkey Hill Elementary School,School,Female,,,,0.0,0.0,,,,,,,,0.0
attrition,2023,01620025,Turkey Hill Elementary School,School,Male,,,,0.03,0.094,,,,,,,,0.059
attrition,2022,01620605,Advanced Community Experience Program,School,All Students,,,,,,,,,,,,,
attrition,2022,01620000,Lunenburg,District,All Students,0.067,0.048,0.069,0.055,0.027,0.04,0.087,0.022,0.197,0.083,0.073,0.057,0.069
attrition,2022,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2022,01620000,Lunenburg,District,Asian,,,,,,0.0,,,,,,,0.0
attrition,2022,01620000,Lunenburg,District,Black or African American,,,0.0,,,,,,,,,,0.067
attrition,2022,01620000,Lunenburg,District,Hispanic or Latino,0.154,0.0,0.375,0.1,0.143,0.067,0.25,0.286,0.588,0.125,0.1,0.133,0.205
attrition,2022,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",0.167,,,,,,0.25,,,,,,0.098
attrition,2022,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,0.0
attrition,2022,01620000,Lunenburg,District,White,0.036,0.056,0.053,0.054,0.022,0.041,0.058,0.008,0.131,0.087,0.065,0.042,0.054
attrition,2022,01620000,Lunenburg,District,High Needs,0.128,0.053,0.119,0.122,0.029,0.095,0.242,0.053,0.333,0.097,0.143,0.077,0.125
attrition,2022,01620000,Lunenburg,District,English Learners,,,,,,,,,,,,,0.211
attrition,2022,01620000,Lunenburg,District,Economically Disadvantaged,0.133,0.034,0.12,0.154,0.0,0.154,0.28,0.063,0.231,0.043,0.19,0.063,0.124
attrition,2022,01620000,Lunenburg,District,Students with Disabilities,0.077,0.053,0.091,0.182,0.056,0.15,0.188,0.182,0.444,0.143,0.0,0.133,0.146
attrition,2022,01620000,Lunenburg,District,Female,0.074,0.063,0.065,0.052,0.036,0.035,0.101,0.015,0.172,0.036,0.082,0.06,0.066
attrition,2022,01620000,Lunenburg,District,Male,0.059,0.035,0.072,0.059,0.019,0.045,0.07,0.029,0.222,0.095,0.066,0.055,0.07
attrition,2022,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.083,0.073,0.057,0.071
attrition,2022,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2022,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,0.0
attrition,2022,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2022,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,0.125,0.1,0.133,0.121
attrition,2022,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.143
attrition,2022,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2022,01620505,Lunenburg High,School,White,,,,,,,,,,0.087,0.065,0.042,0.065
attrition,2022,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.097,0.143,0.077,0.106
attrition,2022,01620505,Lunenburg High,School,English Learners,,,,,,,,,,,,,
attrition,2022,01620505,Lunenburg High,School,Economically Disadvantaged,,,,,,,,,,0.043,0.19,0.063,0.1
attrition,2022,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.143,0.0,0.133,0.103
attrition,2022,01620505,Lunenburg High,School,Female,,,,,,,,,,0.036,0.082,0.06,0.058
attrition,2022,01620505,Lunenburg High,School,Male,,,,,,,,,,0.095,0.066,0.055,0.073
attrition,2022,01620305,Lunenburg Middle School,School,All Students,,,,,,,0.087,0.022,,,,,0.053
attrition,2022,01620305,Lunenburg Middle School,School,Asian,,,,,,,,,,,,,
attrition,2022,01620305,Lunenburg Middle School,School,Black or African American,,,,,,,,,,,,,
attrition,2022,01620305,Lunenburg Middle School,School,Hispanic or Latino,,,,,,,0.25,0.286,,,,,0.263
attrition,2022,01620305,Lunenburg Middle School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,0.25,,,,,,0.154
attrition,2022,01620305,Lunenburg Middle School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2022,01620305,Lunenburg Middle School,School,White,,,,,,,0.058,0.008,,,,,0.032
attrition,2022,01620305,Lunenburg Middle School,School,High Needs,,,,,,,0.242,0.053,,,,,0.141
attrition,2022,01620305,Lunenburg Middle School,School,English Learners,,,,,,,,,,,,,
attrition,2022,01620305,Lunenburg Middle School,School,Economically Disadvantaged,,,,,,,0.28,0.063,,,,,0.158
attrition,2022,01620305,Lunenburg Middle School,School,Students with Disabilities,,,,,,,0.188,0.182,,,,,0.185
attrition,2022,01620305,Lunenburg Middle School,School,Female,,,,,,,0.101,0.015,,,,,0.059
attrition,2022,01620305,Lunenburg Middle School,School,Male,,,,,,,0.07,0.029,,,,,0.048
attrition,2022,01620010,Lunenburg Primary School,School,All Students,0.067,0.048,,,,,,,,,,,0.057
attrition,2022,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2022,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,
attrition,2022,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.154,0.0,,,,,,,,,,,0.087
attrition,2022,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",0.167,,,,,,,,,,,,0.1
attrition,2022,01620010,Lunenburg Primary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2022,01620010,Lunenburg Primary School,School,White,0.036,0.056,,,,,,,,,,,0.046
attrition,2022,01620010,Lunenburg Primary School,School,High Needs,0.128,0.053,,,,,,,,,,,0.091
attrition,2022,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,
attrition,2022,01620010,Lunenburg Primary School,School,Economically Disadvantaged,0.133,0.034,,,,,,,,,,,0.085
attrition,2022,01620010,Lunenburg Primary School,School,Students with Disabilities,0.077,0.053,,,,,,,,,,,0.063
attrition,2022,01620010,Lunenburg Primary School,School,Female,0.074,0.063,,,,,,,,,,,0.069
attrition,2022,01620010,Lunenburg Primary School,School,Male,0.059,0.035,,,,,,,,,,,0.046
attrition,2022,01620025,Turkey Hill Elementary School,School,All Students,,,,0.055,0.027,,,,,,,,0.041
attrition,2022,01620025,Turkey Hill Elementary School,School,Asian,,,,,,,,,,,,,
attrition,2022,01620025,Turkey Hill Elementary School,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2022,01620025,Turkey Hill Elementary School,School,Hispanic or Latino,,,,0.1,0.143,,,,,,,,0.118
attrition,2022,01620025,Turkey Hill Elementary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2022,01620025,Turkey Hill Elementary School,School,White,,,,0.054,0.022,,,,,,,,0.038
attrition,2022,01620025,Turkey Hill Elementary School,School,High Needs,,,,0.122,0.029,,,,,,,,0.079
attrition,2022,01620025,Turkey Hill Elementary School,School,English Learners,,,,,,,,,,,,,
attrition,2022,01620025,Turkey Hill Elementary School,School,Economically Disadvantaged,,,,0.154,0.0,,,,,,,,0.087
attrition,2022,01620025,Turkey Hill Elementary School,School,Students with Disabilities,,,,0.182,0.056,,,,,,,,0.125
attrition,2022,01620025,Turkey Hill Elementary School,School,Female,,,,0.052,0.036,,,,,,,,0.044
attrition,2022,01620025,Turkey Hill Elementary School,School,Male,,,,0.059,0.019,,,,,,,,0.038
attrition,2021,01620605,Advanced Community Experience Program,School,All Students,,,,,,,,,,,,,
attrition,2021,01620000,Lunenburg,District,All Students,0.163,0.11,0.084,0.084,0.079,0.034,0.043,0.063,0.182,0.0,0.033,0.034,0.078
attrition,2021,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,0.167
attrition,2021,01620000,Lunenburg,District,Asian,,,,,0.143,,,,,,,,0.192
attrition,2021,01620000,Lunenburg,District,Black or African American,,0.0,,,,,,,,,,,0.094
attrition,2021,01620000,Lunenburg,District,Hispanic or Latino,0.167,0.1,0.214,0.222,0.077,0.182,0.0,0.056,0.111,0.0,0.154,0.0,0.111
attrition,2021,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,,,0.0,,,,,,,0.083
attrition,2021,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,0.143
attrition,2021,01620000,Lunenburg,District,White,0.154,0.12,0.052,0.062,0.069,0.02,0.049,0.05,0.184,0.0,0.02,0.028,0.071
attrition,2021,01620000,Lunenburg,District,High Needs,0.213,0.109,0.106,0.139,0.028,0.103,0.029,0.081,0.154,0.0,0.087,0.083,0.101
attrition,2021,01620000,Lunenburg,District,English Learners,,,,,,,,,,,,,0.056
attrition,2021,01620000,Lunenburg,District,Economically Disadvantaged,0.214,0.152,0.16,0.217,0.048,0.118,0.038,0.077,0.115,0.0,0.154,0.118,0.12
attrition,2021,01620000,Lunenburg,District,Students with Disabilities,0.143,0.069,0.071,0.067,0.053,0.158,0.0,0.056,0.2,0.0,0.077,0.0,0.085
attrition,2021,01620000,Lunenburg,District,Female,0.182,0.087,0.079,0.125,0.054,0.016,0.045,0.083,0.179,0.0,0.03,0.061,0.08
attrition,2021,01620000,Lunenburg,District,Male,0.147,0.13,0.089,0.036,0.1,0.055,0.041,0.045,0.184,0.0,0.036,0.015,0.077
attrition,2021,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.0,0.033,0.034,0.023
attrition,2021,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2021,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,
attrition,2021,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2021,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,0.0,0.154,0.0,0.063
attrition,2021,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2021,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2021,01620505,Lunenburg High,School,White,,,,,,,,,,0.0,0.02,0.028,0.017
attrition,2021,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.0,0.087,0.083,0.053
attrition,2021,01620505,Lunenburg High,School,English Learners,,,,,,,,,,,,,
attrition,2021,01620505,Lunenburg High,School,Economically Disadvantaged,,,,,,,,,,0.0,0.154,0.118,0.082
attrition,2021,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.0,0.077,0.0,0.028
attrition,2021,01620505,Lunenburg High,School,Female,,,,,,,,,,0.0,0.03,0.061,0.03
attrition,2021,01620505,Lunenburg High,School,Male,,,,,,,,,,0.0,0.036,0.015,0.016
attrition,2021,01620305,Lunenburg Middle School,School,All Students,,,,,,,0.043,0.063,,,,,0.053
attrition,2021,01620305,Lunenburg Middle School,School,Asian,,,,,,,,,,,,,
attrition,2021,01620305,Lunenburg Middle School,School,Black or African American,,,,,,,,,,,,,
attrition,2021,01620305,Lunenburg Middle School,School,Hispanic or Latino,,,,,,,0.0,0.056,,,,,0.04
attrition,2021,01620305,Lunenburg Middle School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.111
attrition,2021,01620305,Lunenburg Middle School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2021,01620305,Lunenburg Middle School,School,White,,,,,,,0.049,0.05,,,,,0.049
attrition,2021,01620305,Lunenburg Middle School,School,High Needs,,,,,,,0.029,0.081,,,,,0.056
attrition,2021,01620305,Lunenburg Middle School,School,English Learners,,,,,,,,,,,,,
attrition,2021,01620305,Lunenburg Middle School,School,Economically Disadvantaged,,,,,,,0.038,0.077,,,,,0.058
attrition,2021,01620305,Lunenburg Middle School,School,Students with Disabilities,,,,,,,0.0,0.056,,,,,0.033
attrition,2021,01620305,Lunenburg Middle School,School,Female,,,,,,,0.045,0.083,,,,,0.063
attrition,2021,01620305,Lunenburg Middle School,School,Male,,,,,,,0.041,0.045,,,,,0.043
attrition,2021,01620010,Lunenburg Primary School,School,All Students,0.163,0.11,,,,,,,,,,,0.134
attrition,2021,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2021,01620010,Lunenburg Primary School,School,Black or African American,,0.0,,,,,,,,,,,0.111
attrition,2021,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.167,0.1,,,,,,,,,,,0.136
attrition,2021,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.0
attrition,2021,01620010,Lunenburg Primary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2021,01620010,Lunenburg Primary School,School,White,0.154,0.12,,,,,,,,,,,0.135
attrition,2021,01620010,Lunenburg Primary School,School,High Needs,0.213,0.109,,,,,,,,,,,0.157
attrition,2021,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,0.0
attrition,2021,01620010,Lunenburg Primary School,School,Economically Disadvantaged,0.214,0.152,,,,,,,,,,,0.18
attrition,2021,01620010,Lunenburg Primary School,School,Students with Disabilities,0.143,0.069,,,,,,,,,,,0.105
attrition,2021,01620010,Lunenburg Primary School,School,Female,0.182,0.087,,,,,,,,,,,0.129
attrition,2021,01620010,Lunenburg Primary School,School,Male,0.147,0.13,,,,,,,,,,,0.138
attrition,2021,01620025,Turkey Hill Elementary School,School,All Students,,,,0.084,0.079,,,,,,,,0.082
attrition,2021,01620025,Turkey Hill Elementary School,School,Asian,,,,,0.143,,,,,,,,0.182
attrition,2021,01620025,Turkey Hill Elementary School,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2021,01620025,Turkey Hill Elementary School,School,Hispanic or Latino,,,,0.222,0.077,,,,,,,,0.136
attrition,2021,01620025,Turkey Hill Elementary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2021,01620025,Turkey Hill Elementary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2021,01620025,Turkey Hill Elementary School,School,White,,,,0.062,0.069,,,,,,,,0.066
attrition,2021,01620025,Turkey Hill Elementary School,School,High Needs,,,,0.139,0.028,,,,,,,,0.083
attrition,2021,01620025,Turkey Hill Elementary School,School,English Learners,,,,,,,,,,,,,
attrition,2021,01620025,Turkey Hill Elementary School,School,Economically Disadvantaged,,,,0.217,0.048,,,,,,,,0.136
attrition,2021,01620025,Turkey Hill Elementary School,School,Students with Disabilities,,,,0.067,0.053,,,,,,,,0.059
attrition,2021,01620025,Turkey Hill Elementary School,School,Female,,,,0.125,0.054,,,,,,,,0.092
attrition,2021,01620025,Turkey Hill Elementary School,School,Male,,,,0.036,0.1,,,,,,,,0.072
attrition,2020,01620605,Advanced Community Experience Program,School,All Students,,,,,,,,,,,,,
attrition,2020,01620000,Lunenburg,District,All Students,0.056,0.07,0.033,0.058,0.052,0.03,0.115,0.042,0.23,0.049,0.066,0.04,0.07
attrition,2020,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2020,01620000,Lunenburg,District,Asian,,,,,,,,,,,,,0.0
attrition,2020,01620000,Lunenburg,District,Black or African American,0.0,,,,,,,,,,,,0.1
attrition,2020,01620000,Lunenburg,District,Hispanic or Latino,0.0,0.154,0.1,0.0,0.1,,0.0,0.222,0.462,0.0,0.0,,0.11
attrition,2020,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,,0.0,0.167,,,,,,,0.086
attrition,2020,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2020,01620000,Lunenburg,District,White,0.063,0.054,0.03,0.059,0.051,0.025,0.126,0.032,0.198,0.058,0.072,0.043,0.068
attrition,2020,01620000,Lunenburg,District,High Needs,0.042,0.079,0.03,0.083,0.125,0.032,0.139,0.086,0.361,0.087,0.095,0.105,0.106
attrition,2020,01620000,Lunenburg,District,English Learners,,,,0.0,,,,,,,,,0.167
attrition,2020,01620000,Lunenburg,District,Economically Disadvantaged,0.04,0.1,0.048,0.091,0.235,0.0,0.12,0.125,0.333,0.067,0.071,0.071,0.108
attrition,2020,01620000,Lunenburg,District,Students with Disabilities,0.069,0.12,0.0,0.059,0.091,0.091,0.2,0.118,0.313,0.1,0.1,0.167,0.117
attrition,2020,01620000,Lunenburg,District,Female,0.097,0.053,0.032,0.036,0.017,0.0,0.121,0.03,0.245,0.016,0.115,0.034,0.065
attrition,2020,01620000,Lunenburg,District,Male,0.014,0.088,0.034,0.077,0.089,0.056,0.108,0.053,0.219,0.081,0.029,0.048,0.076
attrition,2020,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.049,0.074,0.04,0.055
attrition,2020,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2020,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,,0.0
attrition,2020,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2020,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,0.0,0.143,,0.056
attrition,2020,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2020,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2020,01620505,Lunenburg High,School,White,,,,,,,,,,0.058,0.072,0.043,0.059
attrition,2020,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.087,0.143,0.105,0.111
attrition,2020,01620505,Lunenburg High,School,Economically Disadvantaged,,,,,,,,,,0.067,0.143,0.071,0.093
attrition,2020,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.1,0.1,0.167,0.115
attrition,2020,01620505,Lunenburg High,School,Female,,,,,,,,,,0.016,0.115,0.034,0.052
attrition,2020,01620505,Lunenburg High,School,Male,,,,,,,,,,0.081,0.043,0.048,0.057
attrition,2020,01620305,Lunenburg Middle School,School,All Students,,,,,,,0.115,0.042,,,,,0.077
attrition,2020,01620305,Lunenburg Middle School,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2020,01620305,Lunenburg Middle School,School,Asian,,,,,,,,,,,,,
attrition,2020,01620305,Lunenburg Middle School,School,Black or African American,,,,,,,,,,,,,
attrition,2020,01620305,Lunenburg Middle School,School,Hispanic or Latino,,,,,,,0.0,0.222,,,,,0.087
attrition,2020,01620305,Lunenburg Middle School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,0.167
attrition,2020,01620305,Lunenburg Middle School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2020,01620305,Lunenburg Middle School,School,White,,,,,,,0.126,0.032,,,,,0.076
attrition,2020,01620305,Lunenburg Middle School,School,High Needs,,,,,,,0.139,0.086,,,,,0.113
attrition,2020,01620305,Lunenburg Middle School,School,English Learners,,,,,,,,,,,,,
attrition,2020,01620305,Lunenburg Middle School,School,Economically Disadvantaged,,,,,,,0.12,0.125,,,,,0.122
attrition,2020,01620305,Lunenburg Middle School,School,Students with Disabilities,,,,,,,0.2,0.118,,,,,0.162
attrition,2020,01620305,Lunenburg Middle School,School,Female,,,,,,,0.121,0.03,,,,,0.075
attrition,2020,01620305,Lunenburg Middle School,School,Male,,,,,,,0.108,0.053,,,,,0.079
attrition,2020,01620010,Lunenburg Primary School,School,All Students,0.056,0.07,,,,,,,,,,,0.062
attrition,2020,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,
attrition,2020,01620010,Lunenburg Primary School,School,Black or African American,0.0,,,,,,,,,,,,0.111
attrition,2020,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.0,0.154,,,,,,,,,,,0.095
attrition,2020,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2020,01620010,Lunenburg Primary School,School,White,0.063,0.054,,,,,,,,,,,0.059
attrition,2020,01620010,Lunenburg Primary School,School,High Needs,0.042,0.079,,,,,,,,,,,0.058
attrition,2020,01620010,Lunenburg Primary School,School,English Learners,,,,,,,,,,,,,0.143
attrition,2020,01620010,Lunenburg Primary School,School,Economically Disadvantaged,0.04,0.1,,,,,,,,,,,0.067
attrition,2020,01620010,Lunenburg Primary School,School,Students with Disabilities,0.069,0.12,,,,,,,,,,,0.093
attrition,2020,01620010,Lunenburg Primary School,School,Female,0.097,0.053,,,,,,,,,,,0.078
attrition,2020,01620010,Lunenburg Primary School,School,Male,0.014,0.088,,,,,,,,,,,0.047
attrition,2020,01620025,Turkey Hill Elementary School,School,All Students,,,,0.058,0.052,,,,,,,,0.055
attrition,2020,01620025,Turkey Hill Elementary School,School,Asian,,,,,,,,,,,,,
attrition,2020,01620025,Turkey Hill Elementary School,School,Black or African American,,,,,,,,,,,,,
attrition,2020,01620025,Turkey Hill Elementary School,School,Hispanic or Latino,,,,0.0,0.1,,,,,,,,0.053
attrition,2020,01620025,Turkey Hill Elementary School,School,"Multi-Race, Not Hispanic or Latino",,,,,0.0,,,,,,,,0.125
attrition,2020,01620025,Turkey Hill Elementary School,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2020,01620025,Turkey Hill Elementary School,School,White,,,,0.059,0.051,,,,,,,,0.055
attrition,2020,01620025,Turkey Hill Elementary School,School,High Needs,,,,0.083,0.125,,,,,,,,0.103
attrition,2020,01620025,Turkey Hill Elementary School,School,English Learners,,,,0.0,,,,,,,,,0.125
attrition,2020,01620025,Turkey Hill Elementary School,School,Economically Disadvantaged,,,,0.091,0.235,,,,,,,,0.154
attrition,2020,01620025,Turkey Hill Elementary School,School,Students with Disabilities,,,,0.059,0.091,,,,,,,,0.077
attrition,2020,01620025,Turkey Hill Elementary School,School,Female,,,,0.036,0.017,,,,,,,,0.026
attrition,2020,01620025,Turkey Hill Elementary School,School,Male,,,,0.077,0.089,,,,,,,,0.083
attrition,2019,01620605,Advanced Community Experience Program,School,All Students,,,,,,,,,,,,,
attrition,2019,01620000,Lunenburg,District,All Students,0.065,0.058,0.049,0.053,0.031,0.024,0.073,0.031,0.177,0.04,0.048,0.044,0.06
attrition,2019,01620000,Lunenburg,District,American Indian or Alaska Native,,,,,,,,,,,,,0.167
attrition,2019,01620000,Lunenburg,District,Asian,,,,,,,,,,,,0.0,0.059
attrition,2019,01620000,Lunenburg,District,Black or African American,,,,,,,,,,,,,0.038
attrition,2019,01620000,Lunenburg,District,Hispanic or Latino,0.091,0.222,0.1,0.1,0.167,0.0,0.1,0.067,0.25,0.0,,,0.105
attrition,2019,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",,,,0.286,0.0,,,,,,,,0.121
attrition,2019,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,0.167
attrition,2019,01620000,Lunenburg,District,White,0.068,0.05,0.04,0.032,0.026,0.019,0.076,0.028,0.163,0.043,0.043,0.041,0.054
attrition,2019,01620000,Lunenburg,District,High Needs,0.053,0.098,0.091,0.031,0.057,0.059,0.162,0.108,0.364,0.115,0.174,0.034,0.111
attrition,2019,01620000,Lunenburg,District,English Learners,,,0.143,,,,,0.167,,,,,0.265
attrition,2019,01620000,Lunenburg,District,Economically Disadvantaged,0.1,0.143,0.071,0.0,0.042,0.0,0.059,0.105,0.263,0.111,0.188,0.0,0.094
attrition,2019,01620000,Lunenburg,District,Students with Disabilities,0.0,0.05,0.118,0.0,0.0,0.0,0.25,0.118,0.438,0.091,0.222,0.056,0.103
attrition,2019,01620000,Lunenburg,District,Female,0.073,0.0,0.083,0.053,0.048,0.0,0.068,0.019,0.118,0.038,0.034,0.017,0.048
attrition,2019,01620000,Lunenburg,District,Male,0.058,0.111,0.016,0.054,0.015,0.048,0.078,0.039,0.228,0.042,0.065,0.073,0.072
attrition,2019,01620505,Lunenburg High,School,All Students,,,,,,,,,,0.04,0.048,0.044,0.044
attrition,2019,01620505,Lunenburg High,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2019,01620505,Lunenburg High,School,Asian,,,,,,,,,,,,0.0,0.077
attrition,2019,01620505,Lunenburg High,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2019,01620505,Lunenburg High,School,Hispanic or Latino,,,,,,,,,,0.0,,,0.0
attrition,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,,,,,,,,,,,,,
attrition,2019,01620505,Lunenburg High,School,White,,,,,,,,,,0.043,0.043,0.041,0.042
attrition,2019,01620505,Lunenburg High,School,High Needs,,,,,,,,,,0.115,0.174,0.034,0.103
attrition,2019,01620505,Lunenburg High,School,English Learners,,,,,,,,,,,,,
attrition,2019,01620505,Lunenburg High,School,Economically Disadvantaged,,,,,,,,,,0.111,0.188,0.0,0.104
attrition,2019,01620505,Lunenburg High,School,Students with Disabilities,,,,,,,,,,0.091,0.222,0.056,0.105
attrition,2019,01620505,Lunenburg High,School,Female,,,,,,,,,,0.038,0.034,0.017,0.03
attrition,2019,01620505,Lunenburg High,School,Male,,,,,,,,,,0.042,0.065,0.073,0.058
attrition,2019,01620305,Lunenburg Middle School,School,All Students,,,,,,,0.073,0.031,,,,,0.054
attrition,2019,01620305,Lunenburg Middle School,School,American Indian or Alaska Native,,,,,,,,,,,,,
attrition,2019,01620305,Lunenburg Middle School,School,Asian,,,,,,,,,,,,,
attrition,2019,01620305,Lunenburg Middle School,School,Black or African American,,,,,,,,,,,,,
attrition,2019,01620305,Lunenburg Middle School,School,Hispanic or Latino,,,,,,,0.1,0.067,,,,,0.08
attrition,2019,01620305,Lunenburg Middle School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2019,01620305,Lunenburg Middle School,School,White,,,,,,,0.076,0.028,,,,,0.054
attrition,2019,01620305,Lunenburg Middle School,School,High Needs,,,,,,,0.162,0.108,,,,,0.135
attrition,2019,01620305,Lunenburg Middle School,School,English Learners,,,,,,,,0.167,,,,,0.125
attrition,2019,01620305,Lunenburg Middle School,School,Economically Disadvantaged,,,,,,,0.059,0.105,,,,,0.083
attrition,2019,01620305,Lunenburg Middle School,School,Students with Disabilities,,,,,,,0.25,0.118,,,,,0.195
attrition,2019,01620305,Lunenburg Middle School,School,Female,,,,,,,0.068,0.019,,,,,0.048
attrition,2019,01620305,Lunenburg Middle School,School,Male,,,,,,,0.078,0.039,,,,,0.059
attrition,2019,01620010,Lunenburg Primary School,School,All Students,0.065,0.058,,,,,,,,,,,0.062
attrition,2019,01620010,Lunenburg Primary School,School,Asian,,,,,,,,,,,,,0.0
attrition,2019,01620010,Lunenburg Primary School,School,Black or African American,,,,,,,,,,,,,0.0
attrition,2019,01620010,Lunenburg Primary School,School,Hispanic or Latino,0.091,0.222,,,,,,,,,,,0.15
attrition,2019,01620010,Lunenburg Primary School,School,"Multi-Race, Not Hispanic or Latino",,,,,,,,,,,,,
attrition,2019,01620010,Lunenburg Primary School,School,White,0.068,0.05,,,,,,,,,,,0.058
attrition,2019,01620010,Lunenburg Primary School,School,High Needs,0.053,0.098,,,,,,,,,,,0.076
