fy,lea,district,geo_level,grades,grades_level,student_group,student_group_level,indicator_category,indicator,printing,denominator_cnt,measure_cnt,measure_pct,value_type,doc_id
2023,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,964,2,0.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,964,2,0.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,94,,45.2,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,94,,54.8,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,101,62,61.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,101,66,65.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,90,47,52.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,8,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,8,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,11,3,27.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,11,2,18.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,8,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,86,,46.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,86,,55.2,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,90,59,66.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,90,64,71.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,82,45,55.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,600,,52.3,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,595,,56.6,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,739,326,44.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,737,321,44.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,235,107,46.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,95,,45.5,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,94,,50.1,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,123,15,12.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,123,11,9.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,35,2,6.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,505,,53.5,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,501,,57.8,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,615,310,50.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,613,310,51.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,200,105,53.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,95,76,80.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,211,104,49.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,99,95,96.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,91,,591.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,91,,576.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,CONTEXT,Stability rate (enrolled all year),1,1567,1538,98.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,CONTEXT,Student Enrollment,1,1567,1567,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,74,58,78.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,97,7,7.199999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,97,67,69.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,97,74,76.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,97,81,83.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,97,60,61.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,9th graders completing and passing all courses,1,128,110,85.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,High school graduates who completed MassCore,1,97,97,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,96,,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,96,,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,125,120,96.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,440,4,0.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,1601,291,18.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Student attendance rate,1,1601,,93.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students absent 10 or more days each year,1,1601,788,49.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students suspended in-school at least once,1,1605,25,1.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,1605,30,1.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,20,1,5.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,1,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,2,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,2,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,CONTEXT,Stability rate (enrolled all year),1,252,244,96.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,CONTEXT,Student Enrollment,1,1567,234,14.899999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,5,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,9,2,22.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,9,3,33.300000000000004,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,9,5,55.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,8,8,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,8,3,37.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,9th graders completing and passing all courses,1,11,6,54.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,High school graduates who completed MassCore,1,9,9,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education director FTE,1,,,0.8,FTE,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education paraprofessionals per 100 SWD,1,24,230,10.4,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education service FTE per 100 SWD,1,1,230,2.3,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education support FTE per 100 SWD,1,1,230,2.3,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education teachers per 100 SWD,1,2.2,230,1.0,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,9,,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,9,,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,10,9,90.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,43,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,246,58,23.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,246,,92.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,246,124,50.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,266,6,2.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,266,10,3.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,94,75,80.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,191,103,54.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,98,94,96.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,89,,593.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,89,,578.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,CONTEXT,Student Enrollment,1,1567,1333,85.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,69,55,79.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,88,5,5.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,88,64,72.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,88,69,78.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,89,73,82.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,89,57,64.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,115,111,96.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,1355,233,17.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,1355,,93.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,1355,664,49.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,1339,19,1.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,1339,20,1.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,137,,37.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,137,,46.1,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,153,90,59.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,153,75,49.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,142,63,44.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,20,,23.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,20,,38.6,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,25,2,8.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,25,4,16.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,25,3,12.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,117,,39.4,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,117,,47.4,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,128,88,69.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,128,71,55.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,117,60,51.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,893,,47.4,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,892,,48.4,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,1075,465,43.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,1075,444,41.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,359,159,44.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,149,,45.5,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,148,,47.1,Average,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,194,24,12.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2023,06100000,Ashburnham-Westminster,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,193,29,15.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
