fy,level,func_cat_code,func_code,func_desc,districts,gen_fund_total,grants_revolving_total,total,grant_share,per_pupil_basis,per_pupil_min,per_pupil_p25,per_pupil_median,per_pupil_p75,per_pupil_max,lunenburg_per_pupil,lunenburg_rank_of_districts,doc_id
2015,detail,MATL,2453,Other Instructional Hardware (Libraries),162,7804793,5555129,13359922,0.4158,"per pupil, in-district FTE",0,2.0,10.5,37.8,328,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,MATL,2455,Instructional Software,205,9447237,1104840,10552077,0.1047,"per pupil, in-district FTE",0,5.0,15.0,30.0,122,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4110,Custodial Services,319,352228138,12315284,364543426,0.0338,"per pupil, in-district FTE",4,343.0,405.0,511.5,1654,375,202 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4120,Heating of Buildings,312,105506108,1467039,106973149,0.0137,"per pupil, in-district FTE",1,103.8,138.0,187.2,988,121,195 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4130,Utility Services,320,205712881,4471439,210184324,0.0213,"per pupil, in-district FTE",11,179.0,220.5,290.2,776,161,266 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4210,Maintenance of Grounds,300,60306515,2188565,62495078,0.0350,"per pupil, in-district FTE",0,24.0,58.0,107.0,741,48,174 of 300,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4220,Maintenance of Buildings,318,195791884,13716861,209508739,0.0655,"per pupil, in-district FTE",18,119.2,186.5,290.0,1356,84,282 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4225,Building Security System,142,4031465,168724,4200189,0.0402,"per pupil, in-district FTE",0,2.0,7.0,14.0,459,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4230,Maintenance of Equipment,287,22928944,1059011,23987954,0.0441,"per pupil, in-district FTE",-1,10.5,27.0,58.0,1179,18,183 of 287,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4300,Extraordinary Maintenance,122,19844882,1184622,21029505,0.0563,"per pupil, in-district FTE",1,20.0,48.0,88.8,785,80,34 of 122,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4400,Networking and Telecommunications,180,20200863,1536619,21737480,0.0707,"per pupil, in-district FTE",-2,13.0,32.0,65.5,436,15,131 of 180,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,OPMN,4450,Technology Maintenance,150,15365462,692677,16058139,0.0431,"per pupil, in-district FTE",0,10.0,32.0,57.0,187,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,PDEV,2351,Professional Development Leadership,150,12611640,3124549,15736189,0.1986,"per pupil, in-district FTE",0,4.0,17.0,42.0,312,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,PDEV,2353,Instructional Staff-Professional Days,217,66206727,1901342,68108069,0.0279,"per pupil, in-district FTE",0,48.0,90.0,130.0,465,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,PDEV,2355,Substitutes for Prof. Development,160,3346983,405776,3752758,0.1081,"per pupil, in-district FTE",0,2.0,6.0,12.2,100,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,PDEV,2357,"Prof. Dev. Stipends, Providers, Expenses",316,59024003,33708956,92732959,0.3635,"per pupil, in-district FTE",3,44.0,77.0,124.2,895,65,185 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3100,Attendance and Parent Liaison Services,134,15938813,3318236,19257050,0.1723,"per pupil, in-district FTE",0,2.0,9.0,37.8,225,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3200,Medical/Health Services,320,142866382,7159628,150026010,0.0477,"per pupil, in-district FTE",4,130.0,162.0,202.2,1119,120,266 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3300,Transportation Services,321,487574336,36021086,523595422,0.0688,"per pupil, in-district FTE",0,377.0,516.0,713.0,2845,482,180 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3400,Food Services,316,14731242,345284338,360015581,0.9591,"per pupil, in-district FTE",3,268.0,340.5,433.0,1178,256,257 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3510,Athletics,269,103825691,39068533,142894218,0.2734,"per pupil, in-district FTE",0,136.0,185.0,265.0,780,217,100 of 269,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3520,Other Student Activities,291,29747349,45575803,75323157,0.6051,"per pupil, in-district FTE",1,37.0,66.0,128.0,697,7,280 of 291,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,SERV,3600,School Security,182,33852878,627329,34480207,0.0182,"per pupil, in-district FTE",0,12.0,26.0,54.0,401,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TCHR,2305,"Teachers, Classroom",321,4330211404,246081639,4576293040,0.0538,"per pupil, in-district FTE",2802,4417.0,4899.0,5829.0,12843,4000,286 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TCHR,2310,"Teachers, Specialists",287,473557959,82072427,555630387,0.1477,"per pupil, in-district FTE",0,214.5,706.0,1128.5,3519,848,120 of 287,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TSER,2320,Medical/ Therapeutic Services,287,231284805,14409165,245693970,0.0586,"per pupil, in-district FTE",2,175.0,279.0,380.0,1195,322,116 of 287,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TSER,2325,Substitute Teachers,318,117224690,5331850,122556540,0.0435,"per pupil, in-district FTE",1,83.2,108.5,149.8,446,111,156 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TSER,2330,Paraprofessionals,321,498843773,134738257,633582030,0.2127,"per pupil, in-district FTE",85,507.0,662.0,867.0,2905,590,197 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TSER,2340,Librarians/Media Center Directors,310,71739463,1390204,73129667,0.0190,"per pupil, in-district FTE",0,58.2,91.5,142.5,725,91,156 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9100,Tuition to Mass. Schools,260,63728556,6619613,70348171,0.0941,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9110,Tuition for School Choice,295,89003969,0,89003969,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9120,Tuition to Commonwealth Charter Schools,245,440704354,0,440704354,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9125,Tuition to Horace Mann Charter Schools,5,6663233,435824,7099057,0.0614,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9200,Tuition to Out-of-State Schools,93,17673646,6206584,23880228,0.2599,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9300,Tuition to Non-Public Schools,259,327041087,190790616,517831704,0.3684,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,detail,TUIT,9400,Tuition to Collaboratives,251,162457243,46315977,208773217,0.2218,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,rollup,IIII,IIII,In-district Expenditure,321,11825151447,1356191716,13181343163,0.1029,"per pupil, in-district FTE",9452,12789.0,13909.0,16952.0,38781,11525,301 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2015,rollup,OODD,OODD,Out-of-district Expenditure,313,1242126355,250368608,1492494966,0.1678,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2015,total,TTPP,TTPP,"Expenditure (Admin, Instruction, Operations)",321,13067277795,1606560326,14673838128,0.1095,"per pupil, in-district FTE",10400,13353.0,14461.0,17095.0,30505,12424,295 of 321,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,ADMN,ADMN,Administration,322,480772807,17416347,498189153,0.0350,"per pupil, in-district FTE",223,451.5,576.5,750.2,2876,478,219 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,BENE,BENE,"Insurance, Retirement Programs and Other",322,2305463647,66590428,2372054091,0.0281,"per pupil, in-district FTE",590,2057.8,2517.0,3109.0,10140,2247,212 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,GUID,GUID,"Guidance, Counseling and Testing",320,402151959,14892748,417044707,0.0357,"per pupil, in-district FTE",50,370.0,460.0,573.5,1293,358,250 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,LDRS,LDRS,Instructional Leadership,322,844623555,76091003,920714558,0.0826,"per pupil, in-district FTE",207,787.2,956.5,1233.0,3484,763,262 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,MATL,MATL,"Instructional Materials, Equipment and Technology",322,281283449,141635750,422919210,0.3349,"per pupil, in-district FTE",86,273.2,386.5,562.8,2691,132,317 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,ODTR,ODTR,Out-of-district Transportation,278,142945630,0,142945630,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,OPMN,OPMN,Operations and Maintenance,322,987403558,34734136,1022137693,0.0340,"per pupil, in-district FTE",244,958.2,1163.5,1391.8,3322,887,271 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,PDEV,PDEV,Professional Development,322,143127507,43748643,186876150,0.2341,"per pupil, in-district FTE",11,100.2,161.5,245.8,971,66,281 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,SERV,SERV,Pupil Services,322,858781254,499162108,1357943362,0.3676,"per pupil, in-district FTE",638,1161.2,1387.0,1721.8,4790,1107,264 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,TCHR,TCHR,Teachers,322,4952287255,332279853,5284567110,0.0629,"per pupil, in-district FTE",4195,5176.5,5741.5,6608.5,12986,5087,250 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,category,TSER,TSER,Other Teaching Services,322,967134210,156508429,1123642639,0.1393,"per pupil, in-district FTE",195,925.2,1161.5,1501.8,4942,1286,125 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1110,School Committee,319,22616092,287791,22903883,0.0126,"per pupil, in-district FTE",0,6.0,12.0,35.5,320,3,288 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1210,Superintendent,322,81434607,453553,81888160,0.0055,"per pupil, in-district FTE",13,78.0,123.0,188.8,848,129,152 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1220,Assistant Superintendents,153,29361606,197583,29559189,0.0067,"per pupil, in-district FTE",0,32.0,48.0,66.0,328,17,142 of 153,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1230,Other District-Wide Administration,154,24473168,8209896,32683063,0.2512,"per pupil, in-district FTE",0,10.2,35.0,58.8,599,12,112 of 154,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1410,Business and Finance,319,164245943,3768969,168014914,0.0224,"per pupil, in-district FTE",24,136.5,200.0,269.5,1676,143,229 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1420,Human Resources and Benefits,225,36814585,1535894,38350478,0.0400,"per pupil, in-district FTE",0,18.0,38.0,58.0,442,28,133 of 225,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1430,Legal Service for School Committee,312,20154343,216382,20370726,0.0106,"per pupil, in-district FTE",1,11.0,20.0,37.0,233,40,66 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1435,Legal Settlements,65,5246604,61011,5307615,0.0115,"per pupil, in-district FTE",0,4.0,13.0,25.0,109,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,ADMN,1450,District-wide Information Mgmt & Tech,291,96425879,2685266,99111145,0.0271,"per pupil, in-district FTE",0,50.0,105.0,177.5,599,108,137 of 291,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5100,Employer Retirement Contributions,318,376489094,16047524,392536615,0.0409,"per pupil, in-district FTE",0,326.0,456.5,575.5,1701,226,291 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5150,Employee Separation Costs,182,34186876,5945410,40132283,0.1481,"per pupil, in-district FTE",0,11.0,23.0,53.0,419,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5200,Insurance for Active Employees,322,1363587020,39119411,1402706431,0.0279,"per pupil, in-district FTE",406,1211.0,1517.5,1873.0,5080,1437,183 of 322,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5250,Insurance for Retired School Employees,315,424503113,1885307,426388420,0.0044,"per pupil, in-district FTE",11,253.5,404.0,594.5,2450,513,115 of 315,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5260,Other Non-Employee Insurance,305,58880927,538316,59419243,0.0091,"per pupil, in-district FTE",0,43.0,77.0,134.0,909,71,163 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5300,Rental Lease of Equipment,106,7322615,1634238,8956853,0.1825,"per pupil, in-district FTE",0,4.2,24.0,37.0,819,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5350,Rental Lease of Buildings,71,5907126,1034945,6942071,0.1491,"per pupil, in-district FTE",0,6.0,17.0,32.0,267,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5400,Short Term Interest RANs,6,199173,0,199173,0.0000,"per pupil, in-district FTE",3,4.2,8.0,8.8,20,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5500,Other Fixed Charges,91,20508948,222865,20731810,0.0107,"per pupil, in-district FTE",0,2.0,9.0,21.5,971,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,BENE,5550,School Crossing Guards,141,13878773,162424,14041197,0.0116,"per pupil, in-district FTE",0,6.0,14.0,25.0,99,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,GUID,2710,Guidance incl Adjustment Counselors,307,267521960,6865005,274386965,0.0250,"per pupil, in-district FTE",0,238.0,321.0,429.0,1036,306,169 of 307,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,GUID,2720,Testing and Assessment,228,18887344,3936417,22823761,0.1725,"per pupil, in-district FTE",0,4.0,10.0,22.2,309,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,GUID,2800,Psychological Services,307,115742660,4091326,119833986,0.0341,"per pupil, in-district FTE",1,80.5,121.0,171.5,603,52,273 of 307,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,LDRS,2110,Curriculum Directors  (Supervisory),309,155174172,38885850,194060022,0.2004,"per pupil, in-district FTE",1,130.0,201.0,291.0,1214,262,105 of 309,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,LDRS,2120,Department Heads  (Non-Supervisory),118,21530118,3314917,24845035,0.1334,"per pupil, in-district FTE",0,15.2,41.5,94.8,572,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,LDRS,2210,School Leadership,320,512869872,15064943,527934815,0.0285,"per pupil, in-district FTE",1,486.8,556.0,684.5,2326,486,241 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,LDRS,2220,Curriculum/Dept Leaders (School Level),202,72804835,4659907,77464742,0.0602,"per pupil, in-district FTE",0,15.2,50.0,118.8,845,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,LDRS,2250,Admin. Technology (School Level),228,38112087,1643280,39755367,0.0413,"per pupil, in-district FTE",0,22.5,66.0,126.2,868,,,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,LDRS,2315,Instructional Coordinators (Non-Supervisory),210,44132469,12522106,56654575,0.2210,"per pupil, in-district FTE",0,18.0,66.5,147.8,639,16,159 of 210,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,MATL,2410,"Textbooks, Related Software/Media/Matls",310,51318121,14015637,65333758,0.2145,"per pupil, in-district FTE",0,30.0,50.0,84.8,1004,4,301 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2016,detail,MATL,2415,Other Instructional Matls (Libraries),307,35049619,16947446,51997065,0.3259,"per pupil, in-district FTE",0,11.0,27.0,83.0,1159,58,103 of 307,sources/state-dese/district-expenditures-by-function.xlsx
