fy,lea,district,level,func_cat_code,func_cat_desc,func_code,func_desc,in_out_dist,gen_fund,grants_revolving,total,per_pupil,reconciles,doc_id
2016,01620000,Lunenburg,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,61974,0,61974,40,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,ADMN,Administration,1450,District-wide Information Mgmt & Tech,In-District,169039,0,169039,108,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,ADMN,Administration,ADMN,Administration,,707313,42011,749324,478,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,330607,24308,354915,226,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,2212349,40136,2252486,1437,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,776494,27470,803964,513,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,111022,0,111022,71,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,3430472,91914,3522387,2247,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,479678,0,479678,306,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,81183,0,81183,52,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,560861,0,560861,358,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,17931239,1521653,19452892,12412,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,LDRS,Instructional Leadership,2110,Curriculum Directors  (Supervisory),In-District,407392,2638,410030,262,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,761969,0,761969,486,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,LDRS,Instructional Leadership,2315,Instructional Coordinators (Non-Supervisory),In-District,24488,0,24488,16,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,1193849,2638,1196487,763,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2410,"Textbooks, Related Software/Media/Matls",In-District,5917,530,6447,4,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,67698,23769,91467,58,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,20963,1596,22559,14,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,33560,0,33560,21,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,2471,17283,19754,13,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Classroom Instructional Technology,In-District,20739,2404,23143,15,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,MATL,"Instructional Materials, Equipment and Technology",2453,Other Instructional Hardware (Libraries),In-District,0,10550,10550,7,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,151347,56132,207479,132,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,223793,0,223793,0,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,2157380,586891,2744271,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,604129,15494,619622,395,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,155501,0,155501,99,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,287985,3916,291901,186,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,50186,0,50186,32,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,122476,1260,123736,79,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4230,Maintenance of Equipment,In-District,33384,0,33384,21,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4300,Extraordinary Maintenance,In-District,92175,0,92175,59,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,OPMN,Operations and Maintenance,4400,Networking and Telecommunications,In-District,23144,0,23144,15,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,1368980,20669,1389650,887,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,PDEV,Professional Development,2357,"Prof. Dev. Stipends, Providers, Expenses",In-District,5544,97512,103056,66,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,PDEV,Professional Development,PDEV,Professional Development,,5544,97512,103056,66,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,196055,3092,199147,127,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,SERV,Pupil Services,3300,Transportation Services,In-District,764296,0,764296,488,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,SERV,Pupil Services,3400,Food Services,In-District,0,410581,410581,262,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,SERV,Pupil Services,3510,Athletics,In-District,210911,113819,324730,207,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,5252,31760,37012,24,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,SERV,Pupil Services,SERV,Pupil Services,,1176513,559251,1735765,1107,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,6319799,218545,6538344,4172,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,1434267,0,1434267,915,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,TCHR,Teachers,TCHR,Teachers,,7754066,218545,7972611,5087,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,580929,5961,586890,374,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TSER,Other Teaching Services,2325,"Substitutes, Short-Term",In-District,231781,0,231781,148,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,622301,427019,1049320,670,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,147282,0,147282,94,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,1582293,432980,2015273,1286,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,20088618,2108544,22197162,12982,yes,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,8603,0,8603,0,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,476902,0,476902,0,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,481831,0,481831,0,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,854122,586891,1441013,0,,sources/state-dese/district-expenditures-by-function.xlsx
2016,01620000,Lunenburg,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,112129,0,112129,0,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1110,School Committee,In-District,5449,0,5449,3,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1210,Superintendent,In-District,203430,0,203430,126,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,15000,10500,25500,16,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1410,Business and Finance,In-District,228292,49523,277815,172,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,44558,0,44558,28,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,36926,0,36926,23,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,ADMN,Administration,1450,District-wide Information Mgmt & Tech,In-District,239030,403,239433,148,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,category,ADMN,Administration,ADMN,Administration,,772685,60426,833111,514,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,295017,22822,317839,196,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5150,Employee Separation Costs,In-District,979,0,979,1,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,2577683,210303,2787986,1722,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,834619,0,834619,515,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,124133,0,124133,77,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,3832431,233125,4065556,2511,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,431896,0,431896,267,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,143689,0,143689,89,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,575585,0,575585,355,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,19057461,1961055,21018516,12980,yes,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,LDRS,Instructional Leadership,2110,Curriculum Directors  (Supervisory),In-District,436743,384,437127,270,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,825091,0,825091,510,,sources/state-dese/district-expenditures-by-function.xlsx
2017,01620000,Lunenburg,detail,LDRS,Instructional Leadership,2315,Instructional Coordinators (Non-Supervisory),In-District,22496,0,22496,14,,sources/state-dese/district-expenditures-by-function.xlsx
