fy,lea,district,level,func_cat_code,func_cat_desc,func_code,func_desc,in_out_dist,gen_fund,grants_revolving,total,per_pupil,reconciles,doc_id
2011,07350000,North Middlesex,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,66655,52306,118961,30,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,category,SERV,Pupil Services,SERV,Pupil Services,,2774173,1331045,4105218,1047,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,15150714,2259652,17410366,4438,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,252076,108900,360976,92,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,category,TCHR,Teachers,TCHR,Teachers,,15402790,2368552,17771341,4531,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,912738,5895,918633,234,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TSER,Other Teaching Services,2325,Substitute Teachers,In-District,271453,0,271453,69,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,1361774,56525,1418299,362,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,385507,0,385507,98,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,2931472,62420,2993892,763,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,41062665,5787107,46849771,11335,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,20500,0,20500,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,339640,0,339640,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,790832,0,790832,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,1712128,479573,2191701,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,806797,215570,1022367,0,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1110,School Committee,In-District,32174,0,32174,9,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1210,Superintendent,In-District,172428,0,172428,46,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,134598,0,134598,36,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,36883,0,36883,10,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1410,Business and Finance,In-District,351043,0,351043,93,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,140540,0,140540,37,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,40456,0,40456,11,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,ADMN,Administration,1450,District-wide Information Mgmt & Tech,In-District,336565,0,336565,89,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,ADMN,Administration,ADMN,Administration,,1244687,0,1244687,329,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,719903,106119,826022,219,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,4718210,495802,5214012,1379,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,1596534,0,1596534,422,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,102080,0,102080,27,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5400,Short Term Interest RANs,In-District,2425,0,2425,1,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5500,Other Fixed Charges,In-District,23015,0,23015,6,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,7162167,601921,7764088,2054,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,604448,0,604448,160,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,335289,0,335289,89,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,939737,0,939737,249,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,36121116,3813855,39934971,10564,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2110,Curriculum Directors  (Supervisory),In-District,328437,23121,351558,93,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1588342,0,1588342,420,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2220,Curriculum/Dept Leaders (School Level),In-District,33932,0,33932,9,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2250,Admin. Technology (School Level),In-District,75059,0,75059,20,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,2025770,23121,2048891,542,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2410,"Textbooks, Related Software/Media/Matls",In-District,365981,0,365981,97,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,9375,0,9375,2,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,171329,0,171329,45,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,153158,44318,197476,52,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,12296,0,12296,3,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Classroom Instructional Technology,In-District,165859,0,165859,44,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2453,Other Instructional Hardware (Libraries),In-District,33025,0,33025,9,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software,In-District,36362,5083,41445,11,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,947385,49401,996786,264,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,1042097,0,1042097,0,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,5347074,443614,5790688,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,1345022,4577,1349599,357,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,544176,36600,580776,154,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,858957,16000,874957,231,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,58264,24727,82991,22,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,357589,46864,404453,107,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4225,Building Security System,In-District,6467,0,6467,2,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4230,Maintenance of Equipment,In-District,8264,0,8264,2,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4300,Extraordinary Maintenance,In-District,3529,0,3529,1,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4400,Networking and Telecommunications,In-District,91718,0,91718,24,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,3273986,128768,3402754,900,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,PDEV,Professional Development,2353,Instructional Staff-Professional Days,In-District,7776,0,7776,2,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,PDEV,Professional Development,2357,"Prof. Dev. Stipends, Providers, Expenses",In-District,67760,272145,339905,90,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,PDEV,Professional Development,PDEV,Professional Development,,75536,272145,347681,92,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,453185,0,453185,120,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,SERV,Pupil Services,3300,Transportation Services,In-District,1938625,0,1938625,513,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,SERV,Pupil Services,3400,Food Services,In-District,0,1010474,1010474,267,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,SERV,Pupil Services,3510,Athletics,In-District,396807,172327,569134,151,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,77504,71869,149373,40,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,SERV,Pupil Services,SERV,Pupil Services,,2866121,1254670,4120791,1090,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,14473393,1359009,15832402,4188,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,123631,108900,232531,62,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,TCHR,Teachers,TCHR,Teachers,,14597024,1467909,16064933,4250,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,960763,0,960763,254,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TSER,Other Teaching Services,2325,Substitute Teachers,In-District,200442,0,200442,53,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,1441037,15920,1456957,385,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,386460,0,386460,102,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,2988702,15920,3004622,795,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,41468190,4257469,45725659,11461,yes,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,29886,0,29886,0,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,368749,0,368749,0,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,787750,0,787750,0,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,1591032,443614,2034646,0,,sources/state-dese/district-expenditures-by-function.xlsx
2012,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,1527560,0,1527560,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1110,School Committee,In-District,10989,0,10989,3,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1210,Superintendent,In-District,301091,0,301091,85,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,166231,0,166231,47,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,33730,6563,40293,11,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1410,Business and Finance,In-District,325690,0,325690,91,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,174429,0,174429,49,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,66260,0,66260,19,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,ADMN,Administration,1450,District-wide Information Mgmt & Tech,In-District,387427,0,387427,109,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,ADMN,Administration,ADMN,Administration,,1465847,6563,1472410,413,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,752905,29818,782723,220,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,4493747,439272,4933019,1385,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,1716637,0,1716637,482,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,121169,0,121169,34,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,BENE,"Insurance, Retirement Programs and Other",5550,School Crossing Guards,In-District,22603,0,22603,6,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,7107061,469090,7576151,2126,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,619647,0,619647,174,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,GUID,"Guidance, Counseling and Testing",2800,Psychological Services,In-District,362286,0,362286,102,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,981933,0,981933,276,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,37405102,3350284,40755386,11439,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2110,Curriculum Directors  (Supervisory),In-District,316148,68724,384872,108,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,1675755,0,1675755,470,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2220,Curriculum/Dept Leaders (School Level),In-District,31322,0,31322,9,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2250,Admin. Technology (School Level),In-District,92909,0,92909,26,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,LDRS,Instructional Leadership,2315,Instructional Coordinators (Non-Supervisory),In-District,275782,0,275782,77,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,2391916,68724,2460640,691,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2410,"Textbooks, Related Software/Media/Matls",In-District,190845,0,190845,54,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,13940,0,13940,4,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,169769,0,169769,48,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,197191,82425,279616,78,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,3334,610,3944,1,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2451,Classroom Instructional Technology,In-District,281393,0,281393,79,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software,In-District,43994,0,43994,12,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,900466,83035,983501,276,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,1386163,0,1386163,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,5441649,652454,6094103,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,1379197,34759,1413956,397,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,627532,28475,656007,184,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,803114,22167,825281,232,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,104071,15292,119363,34,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,344657,34550,379207,106,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4225,Building Security System,In-District,30816,0,30816,9,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4230,Maintenance of Equipment,In-District,2930,0,2930,1,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,OPMN,Operations and Maintenance,4400,Networking and Telecommunications,In-District,211984,0,211984,59,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,3504301,135243,3639544,1022,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,PDEV,Professional Development,2353,Instructional Staff-Professional Days,In-District,14347,0,14347,4,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,PDEV,Professional Development,2357,"Prof. Dev. Stipends, Providers, Expenses",In-District,95778,166866,262644,74,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,PDEV,Professional Development,PDEV,Professional Development,,110125,166866,276991,78,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,521276,0,521276,146,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,SERV,Pupil Services,3300,Transportation Services,In-District,1399120,0,1399120,393,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,SERV,Pupil Services,3400,Food Services,In-District,0,901116,901116,253,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,SERV,Pupil Services,3510,Athletics,In-District,413439,169666,583105,164,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,88782,62885,151667,43,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,SERV,Pupil Services,SERV,Pupil Services,,2422617,1133667,3556284,998,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,15324890,514692,15839582,4446,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,410290,0,410290,115,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,TCHR,Teachers,TCHR,Teachers,,15735180,514692,16249872,4561,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,1111534,0,1111534,312,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TSER,Other Teaching Services,2325,Substitute Teachers,In-District,287990,4000,291990,82,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,979272,768404,1747676,491,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,406860,0,406860,114,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,2785656,772404,3558060,999,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,42846751,4002738,46849489,12411,yes,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,8595,0,8595,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,467217,0,467217,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,765634,0,765634,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9200,Tuition to Out-of-State Schools,Out-of-District,0,43376,43376,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,1189848,449038,1638886,0,,sources/state-dese/district-expenditures-by-function.xlsx
2013,07350000,North Middlesex,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,1624192,160039,1784231,0,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1110,School Committee,In-District,11477,0,11477,3,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1210,Superintendent,In-District,256794,0,256794,76,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1220,Assistant Superintendents,In-District,45163,0,45163,13,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,42528,0,42528,13,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1410,Business and Finance,In-District,324810,0,324810,96,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,68176,0,68176,20,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,65888,0,65888,19,,sources/state-dese/district-expenditures-by-function.xlsx
2014,07350000,North Middlesex,detail,ADMN,Administration,1450,District-wide Information Mgmt & Tech,In-District,377552,0,377552,111,,sources/state-dese/district-expenditures-by-function.xlsx
