kind,sy,org_code,org_name,org_type,stu_grp,subj_cat,subj,test_takers_cnt,tests_taken_cnt,one_test_cnt,two_test_cnt,three_test_cnt,four_test_cnt,five_plus_test_cnt,tests_taken,score_1,score_2,score_3,score_4,score_5,pct_1_2,pct_3_5
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Foreign Languages,Foreign Languages,,,,,,,,8,,,,,,,
performance,2020,01620505,Lunenburg High,School,High Needs,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Hispanic or Latino,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Foreign Languages,Foreign Languages,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Foreign Languages,Foreign Languages,,,,,,,,8,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Foreign Languages,French Lang,,,,,,,,5,,,,,,,
performance,2020,01620505,Lunenburg High,School,Black or African American,Foreign Languages,French Lang,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Foreign Languages,French Lang,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Foreign Languages,French Lang,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Foreign Languages,French Lang,,,,,,,,4,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Foreign Languages,Spanish Lang,,,,,,,,5,,,,,,,
performance,2020,01620505,Lunenburg High,School,Black or African American,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Foreign Languages,Spanish Lang,,,,,,,,5,,,,,,,
performance,2020,01620505,Lunenburg High,School,High Needs,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Hispanic or Latino,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Foreign Languages,Spanish Lang,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,History and Social Science,Govt & Pol: U.S.,,,,,,,,34,1,11,4,9,9,0.353,0.647
performance,2020,01620505,Lunenburg High,School,Asian,History and Social Science,Govt & Pol: U.S.,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Black or African American,History and Social Science,Govt & Pol: U.S.,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,Govt & Pol: U.S.,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,History and Social Science,Govt & Pol: U.S.,,,,,,,,16,0,4,3,5,4,0.25,0.75
performance,2020,01620505,Lunenburg High,School,High Needs,History and Social Science,Govt & Pol: U.S.,,,,,,,,4,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,History and Social Science,Govt & Pol: U.S.,,,,,,,,18,1,7,1,4,5,0.444,0.556
performance,2020,01620505,Lunenburg High,School,Students with Disabilities,History and Social Science,Govt & Pol: U.S.,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,History and Social Science,Govt & Pol: U.S.,,,,,,,,30,1,9,4,8,8,0.333,0.667
performance,2020,01620505,Lunenburg High,School,All Students,History and Social Science,History and Social Science,,,,,,,,67,3,13,13,22,16,0.239,0.761
performance,2020,01620505,Lunenburg High,School,Asian,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Black or African American,History and Social Science,History and Social Science,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,History and Social Science,,,,,,,,5,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,History and Social Science,History and Social Science,,,,,,,,28,1,5,4,11,7,0.214,0.786
performance,2020,01620505,Lunenburg High,School,High Needs,History and Social Science,History and Social Science,,,,,,,,7,,,,,,,
performance,2020,01620505,Lunenburg High,School,Hispanic or Latino,History and Social Science,History and Social Science,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,History and Social Science,History and Social Science,,,,,,,,39,2,8,9,11,9,0.256,0.744
performance,2020,01620505,Lunenburg High,School,Students with Disabilities,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,History and Social Science,History and Social Science,,,,,,,,60,3,11,12,20,14,0.233,0.767
performance,2020,01620505,Lunenburg High,School,All Students,History and Social Science,History: U.S.,,,,,,,,31,2,2,9,12,6,0.129,0.871
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,History: U.S.,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,History and Social Science,History: U.S.,,,,,,,,10,1,1,1,5,2,0.2,0.8
performance,2020,01620505,Lunenburg High,School,High Needs,History and Social Science,History: U.S.,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Hispanic or Latino,History and Social Science,History: U.S.,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,History and Social Science,History: U.S.,,,,,,,,21,1,1,8,7,4,0.095,0.905
performance,2020,01620505,Lunenburg High,School,White,History and Social Science,History: U.S.,,,,,,,,28,2,2,8,11,5,0.143,0.857
performance,2020,01620505,Lunenburg High,School,All Students,History and Social Science,Human Geography,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,History and Social Science,Human Geography,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,History and Social Science,Human Geography,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,History and Social Science,Psychology,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,History and Social Science,Psychology,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,History and Social Science,Psychology,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Math and Computer Science,Calculus AB,,,,,,,,6,,,,,,,
performance,2020,01620505,Lunenburg High,School,Asian,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,Math and Computer Science,Calculus AB,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Math and Computer Science,Calculus AB,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus AB,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus AB,,,,,,,,4,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Math and Computer Science,Math and Computer Science,,,,,,,,6,,,,,,,
performance,2020,01620505,Lunenburg High,School,Asian,Math and Computer Science,Math and Computer Science,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,Economically Disadvantaged,Math and Computer Science,Math and Computer Science,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Math and Computer Science,Math and Computer Science,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Math and Computer Science,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Math and Computer Science,Math and Computer Science,,,,,,,,3,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Science and Technology,Biology,,,,,,,,8,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Science and Technology,Biology,,,,,,,,6,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Science and Technology,Biology,,,,,,,,2,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Science and Technology,Biology,,,,,,,,8,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Science and Technology,Chemistry,,,,,,,,5,,,,,,,
performance,2020,01620505,Lunenburg High,School,Asian,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,High Needs,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Science and Technology,Chemistry,,,,,,,,4,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Science and Technology,Chemistry,,,,,,,,4,,,,,,,
performance,2020,01620505,Lunenburg High,School,All Students,Science and Technology,Science and Technology,,,,,,,,13,1,2,3,5,2,0.231,0.769
performance,2020,01620505,Lunenburg High,School,Asian,Science and Technology,Science and Technology,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Female,Science and Technology,Science and Technology,,,,,,,,7,,,,,,,
performance,2020,01620505,Lunenburg High,School,High Needs,Science and Technology,Science and Technology,,,,,,,,1,,,,,,,
performance,2020,01620505,Lunenburg High,School,Male,Science and Technology,Science and Technology,,,,,,,,6,,,,,,,
performance,2020,01620505,Lunenburg High,School,White,Science and Technology,Science and Technology,,,,,,,,12,1,2,3,4,2,0.25,0.75
performance,2019,01620000,Lunenburg,District,All Students,All Subjects,All Subjects,,,,,,,,189,3,37,69,47,33,0.212,0.788
performance,2019,01620000,Lunenburg,District,Asian,All Subjects,All Subjects,,,,,,,,16,0,5,5,3,3,0.313,0.688
performance,2019,01620000,Lunenburg,District,Black or African American,All Subjects,All Subjects,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,All Subjects,All Subjects,,,,,,,,23,0,8,7,4,4,0.348,0.652
performance,2019,01620000,Lunenburg,District,Female,All Subjects,All Subjects,,,,,,,,120,2,26,40,33,19,0.233,0.767
performance,2019,01620000,Lunenburg,District,High Needs,All Subjects,All Subjects,,,,,,,,23,0,8,7,4,4,0.348,0.652
performance,2019,01620000,Lunenburg,District,Male,All Subjects,All Subjects,,,,,,,,69,1,11,29,14,14,0.174,0.826
performance,2019,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Students with Disabilities,All Subjects,All Subjects,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,All Subjects,All Subjects,,,,,,,,166,1,32,62,42,29,0.199,0.801
performance,2019,01620000,Lunenburg,District,All Students,Arts,Arts,,,,,,,,5,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Arts,Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Arts,Arts,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,High Needs,Arts,Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Arts,Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Arts,Arts,,,,,,,,5,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,High Needs,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,English Language Arts,English Lang/Comp,,,,,,,,36,0,8,10,12,6,0.222,0.778
performance,2019,01620000,Lunenburg,District,Asian,English Language Arts,English Lang/Comp,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,Black or African American,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,English Language Arts,English Lang/Comp,,,,,,,,7,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,English Language Arts,English Lang/Comp,,,,,,,,28,0,7,9,9,3,0.25,0.75
performance,2019,01620000,Lunenburg,District,High Needs,English Language Arts,English Lang/Comp,,,,,,,,7,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,English Language Arts,English Lang/Comp,,,,,,,,8,,,,,,,
performance,2019,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Students with Disabilities,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,English Language Arts,English Lang/Comp,,,,,,,,31,0,7,9,9,6,0.226,0.774
performance,2019,01620000,Lunenburg,District,All Students,English Language Arts,English Language Arts,,,,,,,,71,0,16,31,18,6,0.225,0.775
performance,2019,01620000,Lunenburg,District,Asian,English Language Arts,English Language Arts,,,,,,,,5,,,,,,,
performance,2019,01620000,Lunenburg,District,Black or African American,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,English Language Arts,English Language Arts,,,,,,,,10,0,4,2,2,2,0.4,0.6
performance,2019,01620000,Lunenburg,District,Female,English Language Arts,English Language Arts,,,,,,,,48,0,12,19,14,3,0.25,0.75
performance,2019,01620000,Lunenburg,District,High Needs,English Language Arts,English Language Arts,,,,,,,,10,0,4,2,2,2,0.4,0.6
performance,2019,01620000,Lunenburg,District,Male,English Language Arts,English Language Arts,,,,,,,,23,0,4,12,4,3,0.174,0.826
performance,2019,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Students with Disabilities,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,English Language Arts,English Language Arts,,,,,,,,63,0,15,27,15,6,0.238,0.762
performance,2019,01620000,Lunenburg,District,All Students,English Language Arts,English Lit/Comp,,,,,,,,35,0,8,21,6,0,0.229,0.771
performance,2019,01620000,Lunenburg,District,Asian,English Language Arts,English Lit/Comp,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,English Language Arts,English Lit/Comp,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,English Language Arts,English Lit/Comp,,,,,,,,20,0,5,10,5,0,0.25,0.75
performance,2019,01620000,Lunenburg,District,High Needs,English Language Arts,English Lit/Comp,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,English Language Arts,English Lit/Comp,,,,,,,,15,0,3,11,1,0,0.2,0.8
performance,2019,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,English Language Arts,English Lit/Comp,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,English Language Arts,English Lit/Comp,,,,,,,,32,0,8,18,6,0,0.25,0.75
performance,2019,01620000,Lunenburg,District,All Students,Foreign Languages,Foreign Languages,,,,,,,,8,,,,,,,
performance,2019,01620000,Lunenburg,District,Asian,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Foreign Languages,Foreign Languages,,,,,,,,6,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Foreign Languages,Foreign Languages,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Foreign Languages,Foreign Languages,,,,,,,,7,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Foreign Languages,Latin: Vergil,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Foreign Languages,Latin: Vergil,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Foreign Languages,Spanish Lang,,,,,,,,6,,,,,,,
performance,2019,01620000,Lunenburg,District,Asian,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Foreign Languages,Spanish Lang,,,,,,,,5,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Foreign Languages,Spanish Lang,,,,,,,,5,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,History and Social Science,Govt & Pol: U.S.,,,,,,,,36,0,5,13,6,12,0.139,0.861
performance,2019,01620000,Lunenburg,District,Asian,History and Social Science,Govt & Pol: U.S.,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,History and Social Science,Govt & Pol: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,History and Social Science,Govt & Pol: U.S.,,,,,,,,15,0,2,6,2,5,0.133,0.867
performance,2019,01620000,Lunenburg,District,High Needs,History and Social Science,Govt & Pol: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,History and Social Science,Govt & Pol: U.S.,,,,,,,,21,0,3,7,4,7,0.143,0.857
performance,2019,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,History and Social Science,Govt & Pol: U.S.,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,History and Social Science,Govt & Pol: U.S.,,,,,,,,33,0,4,13,6,10,0.121,0.879
performance,2019,01620000,Lunenburg,District,All Students,History and Social Science,History and Social Science,,,,,,,,66,2,11,20,13,20,0.197,0.803
performance,2019,01620000,Lunenburg,District,Asian,History and Social Science,History and Social Science,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Black or African American,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,History and Social Science,History and Social Science,,,,,,,,8,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,History and Social Science,History and Social Science,,,,,,,,34,1,6,9,8,10,0.206,0.794
performance,2019,01620000,Lunenburg,District,High Needs,History and Social Science,History and Social Science,,,,,,,,8,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,History and Social Science,History and Social Science,,,,,,,,32,1,5,11,5,10,0.188,0.813
performance,2019,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,History and Social Science,History and Social Science,,,,,,,,59,1,10,19,12,17,0.186,0.814
performance,2019,01620000,Lunenburg,District,All Students,History and Social Science,History: U.S.,,,,,,,,30,2,6,7,7,8,0.267,0.733
performance,2019,01620000,Lunenburg,District,Asian,History and Social Science,History: U.S.,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Black or African American,History and Social Science,History: U.S.,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,History and Social Science,History: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,History and Social Science,History: U.S.,,,,,,,,19,1,4,3,6,5,0.263,0.737
performance,2019,01620000,Lunenburg,District,High Needs,History and Social Science,History: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,History and Social Science,History: U.S.,,,,,,,,11,1,2,4,1,3,0.273,0.727
performance,2019,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",History and Social Science,History: U.S.,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,White,History and Social Science,History: U.S.,,,,,,,,26,1,6,6,6,7,0.269,0.731
performance,2019,01620000,Lunenburg,District,All Students,Math and Computer Science,Calculus AB,,,,,,,,13,0,2,5,2,4,0.154,0.846
performance,2019,01620000,Lunenburg,District,Asian,Math and Computer Science,Calculus AB,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Math and Computer Science,Calculus AB,,,,,,,,9,,,,,,,
performance,2019,01620000,Lunenburg,District,High Needs,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Math and Computer Science,Calculus AB,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Math and Computer Science,Calculus AB,,,,,,,,9,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Math and Computer Science,Math and Computer Science,,,,,,,,13,0,2,5,2,4,0.154,0.846
performance,2019,01620000,Lunenburg,District,Asian,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Math and Computer Science,Math and Computer Science,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Math and Computer Science,Math and Computer Science,,,,,,,,9,,,,,,,
performance,2019,01620000,Lunenburg,District,High Needs,Math and Computer Science,Math and Computer Science,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Math and Computer Science,Math and Computer Science,,,,,,,,9,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Science and Technology,Biology,,,,,,,,15,0,3,5,6,1,0.2,0.8
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Science and Technology,Biology,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Science and Technology,Biology,,,,,,,,11,0,3,3,4,1,0.273,0.727
performance,2019,01620000,Lunenburg,District,High Needs,Science and Technology,Biology,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Science and Technology,Biology,,,,,,,,4,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Science and Technology,Biology,,,,,,,,15,0,3,5,6,1,0.2,0.8
performance,2019,01620000,Lunenburg,District,All Students,Science and Technology,Chemistry,,,,,,,,11,1,4,4,2,0,0.455,0.545
performance,2019,01620000,Lunenburg,District,Asian,Science and Technology,Chemistry,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Black or African American,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Science and Technology,Chemistry,,,,,,,,8,,,,,,,
performance,2019,01620000,Lunenburg,District,High Needs,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Science and Technology,Chemistry,,,,,,,,3,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Science and Technology,Chemistry,,,,,,,,8,,,,,,,
performance,2019,01620000,Lunenburg,District,All Students,Science and Technology,Science and Technology,,,,,,,,26,1,7,9,8,1,0.308,0.692
performance,2019,01620000,Lunenburg,District,Asian,Science and Technology,Science and Technology,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Black or African American,Science and Technology,Science and Technology,,,,,,,,1,,,,,,,
performance,2019,01620000,Lunenburg,District,Economically Disadvantaged,Science and Technology,Science and Technology,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Female,Science and Technology,Science and Technology,,,,,,,,19,1,6,6,5,1,0.368,0.632
performance,2019,01620000,Lunenburg,District,High Needs,Science and Technology,Science and Technology,,,,,,,,2,,,,,,,
performance,2019,01620000,Lunenburg,District,Male,Science and Technology,Science and Technology,,,,,,,,7,,,,,,,
performance,2019,01620000,Lunenburg,District,White,Science and Technology,Science and Technology,,,,,,,,23,0,6,8,8,1,0.261,0.739
performance,2019,01620505,Lunenburg High,School,All Students,All Subjects,All Subjects,,,,,,,,189,3,37,69,47,33,0.212,0.788
performance,2019,01620505,Lunenburg High,School,Asian,All Subjects,All Subjects,,,,,,,,16,0,5,5,3,3,0.313,0.688
performance,2019,01620505,Lunenburg High,School,Black or African American,All Subjects,All Subjects,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,All Subjects,All Subjects,,,,,,,,23,0,8,7,4,4,0.348,0.652
performance,2019,01620505,Lunenburg High,School,Female,All Subjects,All Subjects,,,,,,,,120,2,26,40,33,19,0.233,0.767
performance,2019,01620505,Lunenburg High,School,High Needs,All Subjects,All Subjects,,,,,,,,23,0,8,7,4,4,0.348,0.652
performance,2019,01620505,Lunenburg High,School,Male,All Subjects,All Subjects,,,,,,,,69,1,11,29,14,14,0.174,0.826
performance,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Students with Disabilities,All Subjects,All Subjects,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,All Subjects,All Subjects,,,,,,,,166,1,32,62,42,29,0.199,0.801
performance,2019,01620505,Lunenburg High,School,All Students,Arts,Arts,,,,,,,,5,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Arts,Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Arts,Arts,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,High Needs,Arts,Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Arts,Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Arts,Arts,,,,,,,,5,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
