kind,sy,org_code,org_name,org_type,stu_grp,subj_cat,subj,test_takers_cnt,tests_taken_cnt,one_test_cnt,two_test_cnt,three_test_cnt,four_test_cnt,five_plus_test_cnt,tests_taken,score_1,score_2,score_3,score_4,score_5,pct_1_2,pct_3_5
performance,2025,01620000,Lunenburg,District,White,All Subjects,All Subjects,,,,,,,,139,2,14,34,61,28,0.115,0.885
performance,2025,01620000,Lunenburg,District,All Students,Arts,Arts,,,,,,,,5,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,Arts,Arts,,,,,,,,3,,,,,,,
performance,2025,01620000,Lunenburg,District,High Needs,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Students with Disabilities,Arts,Arts,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Arts,Arts,,,,,,,,3,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Arts,Studio Art: 2-D Design,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,High Needs,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Students with Disabilities,Arts,Studio Art: 2-D Design,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Arts,Studio Art: 2-D Design,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,High Needs,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,English Language Arts,English Lang/Comp,,,,,,,,36,0,6,16,10,4,0.167,0.833
performance,2025,01620000,Lunenburg,District,Black or African American,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,English Language Arts,English Lang/Comp,,,,,,,,24,0,5,9,7,3,0.208,0.792
performance,2025,01620000,Lunenburg,District,High Needs,English Language Arts,English Lang/Comp,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,English Language Arts,English Lang/Comp,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,English Language Arts,English Lang/Comp,,,,,,,,12,0,1,7,3,1,0.083,0.917
performance,2025,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,English Language Arts,English Lang/Comp,,,,,,,,33,0,5,14,10,4,0.152,0.848
performance,2025,01620000,Lunenburg,District,All Students,English Language Arts,English Language Arts,,,,,,,,58,0,7,21,24,6,0.121,0.879
performance,2025,01620000,Lunenburg,District,Black or African American,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,English Language Arts,English Language Arts,,,,,,,,40,0,6,13,17,4,0.15,0.85
performance,2025,01620000,Lunenburg,District,High Needs,English Language Arts,English Language Arts,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,English Language Arts,English Language Arts,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,English Language Arts,English Language Arts,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,English Language Arts,English Language Arts,,,,,,,,18,0,1,8,7,2,0.056,0.944
performance,2025,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,English Language Arts,English Language Arts,,,,,,,,54,0,6,19,23,6,0.111,0.889
performance,2025,01620000,Lunenburg,District,All Students,English Language Arts,English Lit/Comp,,,,,,,,22,0,1,5,14,2,0.045,0.955
performance,2025,01620000,Lunenburg,District,Female,English Language Arts,English Lit/Comp,,,,,,,,16,0,1,4,10,1,0.063,0.938
performance,2025,01620000,Lunenburg,District,High Needs,English Language Arts,English Lit/Comp,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,English Language Arts,English Lit/Comp,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,English Language Arts,English Lit/Comp,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,English Language Arts,English Lit/Comp,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,White,English Language Arts,English Lit/Comp,,,,,,,,21,0,1,5,13,2,0.048,0.952
performance,2025,01620000,Lunenburg,District,All Students,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Foreign Languages,French Lang,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Foreign Languages,French Lang,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Foreign Languages,French Lang,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,History and Social Science,Govt & Pol: U.S.,,,,,,,,31,0,2,3,14,12,0.065,0.935
performance,2025,01620000,Lunenburg,District,Female,History and Social Science,Govt & Pol: U.S.,,,,,,,,13,0,2,1,6,4,0.154,0.846
performance,2025,01620000,Lunenburg,District,High Needs,History and Social Science,Govt & Pol: U.S.,,,,,,,,5,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,History and Social Science,Govt & Pol: U.S.,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,History and Social Science,Govt & Pol: U.S.,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,History and Social Science,Govt & Pol: U.S.,,,,,,,,18,0,0,2,8,8,0,1
performance,2025,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,History and Social Science,Govt & Pol: U.S.,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Students with Disabilities,History and Social Science,Govt & Pol: U.S.,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,History and Social Science,Govt & Pol: U.S.,,,,,,,,28,0,2,3,11,12,0.071,0.929
performance,2025,01620000,Lunenburg,District,All Students,History and Social Science,History and Social Science,,,,,,,,59,0,3,9,28,19,0.051,0.949
performance,2025,01620000,Lunenburg,District,Black or African American,History and Social Science,History and Social Science,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,History and Social Science,History and Social Science,,,,,,,,27,0,3,4,12,8,0.111,0.889
performance,2025,01620000,Lunenburg,District,High Needs,History and Social Science,History and Social Science,,,,,,,,7,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,History and Social Science,History and Social Science,,,,,,,,3,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,History and Social Science,History and Social Science,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,History and Social Science,History and Social Science,,,,,,,,32,0,0,5,16,11,0,1
performance,2025,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Students with Disabilities,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,History and Social Science,History and Social Science,,,,,,,,52,0,3,6,24,19,0.058,0.942
performance,2025,01620000,Lunenburg,District,All Students,History and Social Science,History: U.S.,,,,,,,,25,0,1,6,13,5,0.04,0.96
performance,2025,01620000,Lunenburg,District,Black or African American,History and Social Science,History: U.S.,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,History and Social Science,History: U.S.,,,,,,,,12,0,1,3,5,3,0.083,0.917
performance,2025,01620000,Lunenburg,District,High Needs,History and Social Science,History: U.S.,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,History and Social Science,History: U.S.,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,History and Social Science,History: U.S.,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,History and Social Science,History: U.S.,,,,,,,,13,0,0,3,8,2,0,1
performance,2025,01620000,Lunenburg,District,"Multi-Race, Not Hispanic or Latino",History and Social Science,History: U.S.,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,History and Social Science,History: U.S.,,,,,,,,21,0,1,3,12,5,0.048,0.952
performance,2025,01620000,Lunenburg,District,All Students,History and Social Science,Human Geography,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,History and Social Science,Human Geography,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,History and Social Science,Human Geography,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,History and Social Science,Psychology,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,History and Social Science,Psychology,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,White,History and Social Science,Psychology,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Math and Computer Science,Calculus AB,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,High Needs,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Math and Computer Science,Calculus AB,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Math and Computer Science,Calculus AB,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Math and Computer Science,Computer Sci A,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,High Needs,Math and Computer Science,Computer Sci A,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Math and Computer Science,Computer Sci A,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Math and Computer Science,Computer Sci A,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Math and Computer Science,Computer Sci A,,,,,,,,2,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Math and Computer Science,Math and Computer Science,,,,,,,,21,2,2,7,7,3,0.19,0.81
performance,2025,01620000,Lunenburg,District,Female,Math and Computer Science,Math and Computer Science,,,,,,,,11,0,1,5,4,1,0.091,0.909
performance,2025,01620000,Lunenburg,District,High Needs,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,Math and Computer Science,Math and Computer Science,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Math and Computer Science,Math and Computer Science,,,,,,,,10,2,1,2,3,2,0.3,0.7
performance,2025,01620000,Lunenburg,District,White,Math and Computer Science,Math and Computer Science,,,,,,,,20,2,2,6,7,3,0.2,0.8
performance,2025,01620000,Lunenburg,District,All Students,Math and Computer Science,Statistics,,,,,,,,13,1,1,7,2,2,0.154,0.846
performance,2025,01620000,Lunenburg,District,Female,Math and Computer Science,Statistics,,,,,,,,9,,,,,,,
performance,2025,01620000,Lunenburg,District,High Needs,Math and Computer Science,Statistics,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,Math and Computer Science,Statistics,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Low Income,Math and Computer Science,Statistics,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Math and Computer Science,Statistics,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Math and Computer Science,Statistics,,,,,,,,12,1,1,6,2,2,0.167,0.833
performance,2025,01620000,Lunenburg,District,All Students,Science and Technology,Biology,,,,,,,,7,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,Science and Technology,Biology,,,,,,,,4,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,Science and Technology,Biology,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Science and Technology,Biology,,,,,,,,3,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Science and Technology,Biology,,,,,,,,6,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Female,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Science and Technology,Environmental Sci,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Science and Technology,Environmental Sci,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Science and Technology,Environmental Sci,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Science and Technology,Physics 1,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Science and Technology,Physics 1,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Science and Technology,Physics 1,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,All Students,Science and Technology,Science and Technology,,,,,,,,10,0,4,3,3,0,0.4,0.6
performance,2025,01620000,Lunenburg,District,Female,Science and Technology,Science and Technology,,,,,,,,5,,,,,,,
performance,2025,01620000,Lunenburg,District,Hispanic or Latino,Science and Technology,Science and Technology,,,,,,,,1,,,,,,,
performance,2025,01620000,Lunenburg,District,Male,Science and Technology,Science and Technology,,,,,,,,5,,,,,,,
performance,2025,01620000,Lunenburg,District,White,Science and Technology,Science and Technology,,,,,,,,9,,,,,,,
performance,2025,01620505,Lunenburg High,School,All Students,All Subjects,All Subjects,,,,,,,,154,2,16,42,66,28,0.117,0.883
performance,2025,01620505,Lunenburg High,School,Black or African American,All Subjects,All Subjects,,,,,,,,3,,,,,,,
performance,2025,01620505,Lunenburg High,School,Female,All Subjects,All Subjects,,,,,,,,86,0,12,25,36,13,0.14,0.86
performance,2025,01620505,Lunenburg High,School,High Needs,All Subjects,All Subjects,,,,,,,,19,1,1,6,8,3,0.105,0.895
performance,2025,01620505,Lunenburg High,School,Hispanic or Latino,All Subjects,All Subjects,,,,,,,,9,,,,,,,
performance,2025,01620505,Lunenburg High,School,Low Income,All Subjects,All Subjects,,,,,,,,18,1,1,5,8,3,0.111,0.889
performance,2025,01620505,Lunenburg High,School,Male,All Subjects,All Subjects,,,,,,,,68,2,4,17,30,15,0.088,0.912
performance,2025,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2025,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,,,,,,,,1,,,,,,,
performance,2025,01620505,Lunenburg High,School,Students with Disabilities,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2025,01620505,Lunenburg High,School,White,All Subjects,All Subjects,,,,,,,,139,2,14,34,61,28,0.115,0.885
performance,2025,01620505,Lunenburg High,School,All Students,Arts,Arts,,,,,,,,5,,,,,,,
performance,2025,01620505,Lunenburg High,School,Female,Arts,Arts,,,,,,,,3,,,,,,,
performance,2025,01620505,Lunenburg High,School,High Needs,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620505,Lunenburg High,School,Hispanic or Latino,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620505,Lunenburg High,School,Low Income,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620505,Lunenburg High,School,Male,Arts,Arts,,,,,,,,2,,,,,,,
performance,2025,01620505,Lunenburg High,School,Students with Disabilities,Arts,Arts,,,,,,,,1,,,,,,,
