fy,lea,district,org_code,org_name,org_level,subject,subject_level,pk_2_fte,grade_3_5_fte,grade_6_8_fte,grade_9_12_fte,multi_grade_fte,all_grade_fte,total_fte,printing,reconciles,agrees_with_teacher_subject,doc_id
2008,01620000,Lunenburg,01620505,Lunenburg High,school,History,subject,0,0,0,5.2,0,0,5.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Mathematics,subject,0,0,0,6,0,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Miscellaneous,subject,0,0,0,0.5,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,"Physical, Health, and Safety Education",subject,0,0,0,3,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Science,subject,0,0,0,6,0,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,Social Studies/Social Sciences,subject,0,0,0,0.6,0,0,0.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,01620000,Lunenburg,01620505,Lunenburg High,school,"Transportation, Distribution and Logistics",subject,0,0,0,0.7,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,All,all,28,27,33.5,38.6,5,21.7,153.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Arts,subject,0,0,2,2,1,5,10,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Business and Marketing,subject,0,0,0,0.3,0.3,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Civics/Government,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Communications and Audio/Visual Technology,subject,0,0,0,1,0.7,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Computer and Information Sciences,subject,0,0,0,1.3,0,1,2.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Core-All Subjects,group,27,27,3,0,1,9.3,67.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Engineering and Technology,subject,0,0,1,0,0.7,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,English/Language Arts,subject,0,0,6.5,6.3,0,0.7,13.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Foreign Language,subject,0,0,0,3.6,0,0,3.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Geography,subject,0,0,2,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,History,subject,0,0,4,4,0,0,8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Manufacturing,subject,0,0,0,0.7,0.3,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Mathematics,subject,0,0,6.5,6.9,0,0.9,14.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Miscellaneous,subject,0,0,0.5,0.3,0,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,"Physical, Health, and Safety Education",subject,0,0,2,2.6,0,2,6.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Reading,subject,1,0,0,1,0,2.2,4.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Science,subject,0,0,6,5.9,0,0,11.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Social Studies/Social Sciences,subject,0,0,0,1.3,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,Special Education Services,subject,0,0,0,0,1,0.5,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100000,Ashburnham-Westminster,district,"Transportation, Distribution and Logistics",subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,All,all,5,12,0,0,0,4.3,21.3,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Arts,subject,0,0,0,0,0,1.5,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,Core-All Subjects,group,5,12,0,0,0,2.3,19.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100005,Westminster Elementary,school,"Physical, Health, and Safety Education",subject,0,0,0,0,0,0.5,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,All,all,11,0,0,0,0,4.7,15.7,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Arts,subject,0,0,0,0,0,1.5,1.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Core-All Subjects,group,11,0,0,0,0,1.7,12.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,"Physical, Health, and Safety Education",subject,0,0,0,0,0,0.5,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100010,Meetinghouse School,school,Reading,subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,All,all,12,15,0,0,1,5,33,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Arts,subject,0,0,0,0,0,2,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Computer and Information Sciences,subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Core-All Subjects,group,11,15,0,0,1,1,28,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,"Physical, Health, and Safety Education",subject,0,0,0,0,0,1,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100025,Briggs Elementary,school,Reading,subject,1,0,0,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,All,all,0,0,33.5,0,0,2,35.5,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Arts,subject,0,0,2,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Core-All Subjects,group,0,0,3,0,0,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Engineering and Technology,subject,0,0,1,0,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,English/Language Arts,subject,0,0,6.5,0,0,0.4,6.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Geography,subject,0,0,2,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,History,subject,0,0,4,0,0,0,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Mathematics,subject,0,0,6.5,0,0,0.2,6.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Miscellaneous,subject,0,0,0.5,0,0,0,0.5,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,"Physical, Health, and Safety Education",subject,0,0,2,0,0,0,2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Reading,subject,0,0,0,0,0,1.2,1.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Science,subject,0,0,6,0,0,0,6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100305,Overlook Middle School,school,Special Education Services,subject,0,0,0,0,0,0.2,0.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,All,all,0,0,0,38.6,4,5.7,48.2,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Arts,subject,0,0,0,2,1,0,3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Business and Marketing,subject,0,0,0,0.3,0.3,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Civics/Government,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Communications and Audio/Visual Technology,subject,0,0,0,1,0.7,0,1.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Computer and Information Sciences,subject,0,0,0,1.3,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Core-All Subjects,group,0,0,0,0,0,4.3,4.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Engineering and Technology,subject,0,0,0,0,0.7,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,English/Language Arts,subject,0,0,0,6.3,0,0.3,6.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Foreign Language,subject,0,0,0,3.6,0,0,3.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,History,subject,0,0,0,4,0,0,4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Manufacturing,subject,0,0,0,0.7,0.3,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Mathematics,subject,0,0,0,6.9,0,0.7,7.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Miscellaneous,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,"Physical, Health, and Safety Education",subject,0,0,0,2.6,0,0,2.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Reading,subject,0,0,0,1,0,0,1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Science,subject,0,0,0,5.9,0,0,5.9,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Social Studies/Social Sciences,subject,0,0,0,1.3,0,0,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,Special Education Services,subject,0,0,0,0,1,0.3,1.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06100000,Ashburnham-Westminster,06100505,Oakmont Regional High School,school,"Transportation, Distribution and Logistics",subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,All,all,27.7,38.5,39.8,45.1,29.8,0,180.9,1,yes,yes,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Arts,subject,1.5,3,4.5,2,2.6,0,13.6,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Business and Marketing,subject,0,0,0,0,0.8,0,0.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Civics/Government,subject,0,0,0,0,0.3,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Communications and Audio/Visual Technology,subject,0,0,0,1.6,0.7,0,2.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Computer and Information Sciences,subject,0,0,0,0.7,0,0,0.7,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Core-All Subjects,group,25,20,0,0.3,14.9,0,60.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Engineering and Technology,subject,0,0,0,0,0.3,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,English/Language Arts,subject,0,3,8.4,7,0.7,0,19.1,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Foreign Language,subject,0,1.5,2.2,5.8,0.3,0,9.8,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Geography,subject,0,0,2.2,0,0,0,2.2,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,History,subject,0,3,0,5,0.3,0,8.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Human Services,subject,0,0,0,0.3,0,0,0.3,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
2008,06730000,Groton-Dunstable,06730000,Groton-Dunstable,district,Mathematics,subject,0,3.5,8,8.9,0,0,20.4,1,yes,,sources/state-dese/dese-teachers-by-grade-subject.xlsx
