fy,document,page,section,line,balance_forward,commitments,abatements,payments,refunds,transfer,adjustments,balance,row_check,ocr_corrected
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2008,3905.99,,,,,,,3905.99,two printed lines read as one,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2009,0.00,,,,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2010,137.74,,,,,,,137.74,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2011,30.71,,,-9.70,,,,21.01,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2012,31.98,,,-10.10,,,,21.88,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2013,22.49,,,,,,,22.49,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2014,-2889.42,,,-11.79,308.39,,,-2592.82,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2015,1532.74,,,,,,,1532.74,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2016,506813.93,,-1565.78,-270790.27,26238.52,-260802.52,4.02,-102.10,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,,LEVY OF 2017,0.00,24142835.92,-105441.95,-23444296.47,7293.46,,-103720.42,496670.54,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 1998,3705.21,,,,,,,3705.21,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 1999,1900.15,,,,,,,1900.15,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2000,1695.21,,,,,,,1695.21,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2001,1095.91,,,,,,,1095.91,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2002,3615.73,,,,,,,3615.73,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2003,2879.08,,,-15.74,,,,2863.34,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2004,3187.82,,,-19.88,,,,3167.94,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2005,2180.68,,,-21.34,,,,2159.34,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2006,3600.00,,,-22.34,,,,3577.66,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2007,3472.26,,,-25.47,,,,3446.79,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2008,4088.63,,,-697.72,,,,3390.91,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2009,4763.14,,,-818.26,,,,3944.88,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2010,5071.82,,,-898.15,,,,4173.67,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2011,4073.73,,-7806.41,,7806.41,,,4073.73,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2012,4480.95,,,-466.63,,,,4014.32,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2013,4459.27,,,-249.55,,,,4209.72,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2014,4641.31,,,-94.41,,,,4546.90,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2015,3681.54,,,-195.15,,,,3486.39,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2016,10927.84,,,-5784.29,63.73,,,5207.28,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,43,PERSONAL PROPERTY,LEVY OF 2017,0.00,730598.12,-142.32,-720236.32,,,,10219.48,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2004,12739.96,,,-601.36,,,,12138.60,two printed lines read as one,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2005,5690.10,,,-218.75,,,,5471.35,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2006,8557.43,,,-2058.86,,,,6498.57,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2007,9476.96,,,-717.49,,,,8759.47,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2008,3730.82,,,-32.50,,,,3698.32,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2009,4105.54,,,-341.25,,,,3764.29,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2010,3363.79,,,-58.57,,,,3305.22,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2011,6356.15,,,-177.71,,,,6178.44,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2012,4810.86,,,-380.94,,,,4429.92,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2013,5866.99,,,-585.53,,,,5281.46,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2014,7837.03,,-571.80,-2286.68,3912.63,,,8891.18,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2015,27479.09,,-839.15,-14193.32,590.73,,,13037.35,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2016,143815.51,189086.05,-18493.51,-302117.94,16795.67,,,29085.78,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,,LEVY OF 2017,0.00,1649436.07,-38842.28,-1500616.98,6658.83,,,116635.64,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,OTHER EXCISE TAXES,FARM ANIMAL EXCISE,17.50,,,,,,,17.50,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,LEVY OF 2015,0.00,,,,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,LEVY OF 2016,6440.64,,,-6440.64,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,LEVY OF 2017,0.00,80445.34,,-65208.33,,,,15237.01,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,TAX LIENS,946470.53,460416.50,,-348336.77,,-10483.06,10.53,1048077.73,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,TAX TITLE USER CHARGES,20930.69,24732.46,,-19200.95,,,,26462.20,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,FORECLOSURES,146261.17,,,,,10483.06,,156744.23,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,ROLLBACK TAXES,0.00,,,,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,EFERRED PROPERTY TA,11809.92,,,,,,,11809.92,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,EFERRED SEWER PI,4474.53,,,-968.01,,,,3506.52,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,DEFERRED SEWER INT,1717.33,,,-643.28,,,,1074.05,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,44,SUPPLEMENTAL TAXES,WATER USER CHARGES,3718.41,25716.10,,-22451.46,,,,6983.05,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,,UTILITY LIENS ADDED TO TAXES,99932.31,775242.21,,-717639.64,,-56216.29,-11912.88,89405.71,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,,SLIEN COMM TO RE PRIN,26453.63,58266.58,,-37270.84,,-22754.94,-20.00,24674.43,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,,SLIEN COMM TO RE INT,2223.93,4820.39,,-2972.57,,-1977.52,,2094.23,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,UNAPPORTIONED ASSESSMENTS,SEWER BETTERMENT,5060950.34,1322760.92,-6998.74,-410451.60,427.57,-366803.36,,5599885.13,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,UNAPPORTIONED ASSESSMENTS,MEADOW WOODS WATER BETTERMEI,1054440.80,,,,,-16649.21,,1037791.59,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,UNAPPORTIONED ASSESSMENTS,TREET BETTERMENT,2700.00,,,,,-900.00,,1800.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,UNAPPORTIONED ASSESSMENTS,SEPTIC BETTERMENT,3283.68,,,,,-1094.56,,2189.12,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,UNAPPORTIONED ASSESSMENTS,WATER BETTERMENT,0.00,,,,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER COMMITTED PRIN,36752.96,366803.36,,-331641.72,,-30419.52,,41495.08,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER COMMITTED INT,74441.29,169714.32,,-98442.69,,-72000.69,,73712.23,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER PRELIM COMM PRI,1000.00,,,,,,,1000.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,APPROTIONED ASSESSMENT ADDED TO TAXES,SEWER PRELIM COMM INT,200.00,,,,,,,200.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,APPROTIONED ASSESSMENT ADDED TO TAXES,MEADON ATE COMMITTED T,62781.00,62781.00,,,,-62781.00,,62781.00,two printed lines read as one,transfer
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,STREET COMMITTED PRIN,STREET COMMITTED INT,,189.00,,-189.00,,,,,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,STREET COMMITTED PRIN,ATER COMMITTED DUE W.D. P,0.00,900.00,,-900.00,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,STREET COMMITTED PRIN,ATER COMMITTED DUE W.D. I!,0.00,,,,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,STREET COMMITTED PRIN,SEPTIC COMMITTED PRI,108.20,1094.56,,-1202.76,,,,0.00,checked,
2017,sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv,45,STREET COMMITTED PRIN,SEPTIC COMMITTED INT,0.00,62.94,,-62.94,,,,0.00,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2007,3890.09,,,,,,,3890.09,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2008,15.90,,,,,,,15.90,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2009,0.00,,,,,,,0.00,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2010,137.74,,,,,,,137.74,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2011,21.01,,,,,,,21.01,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2012,21.88,,,,,,,21.88,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2013,22.49,,,,,,,22.49,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2014,-2592.82,,,-1.80,1983.08,,,-611.54,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2015,1532.74,,,,,,-1191.52,341.22,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2016,-102.10,,,,106.02,,,3.92,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2017,496670.54,,-1106.89,-234766.71,5041.23,-283132.83,14.09,-17280.57,checked,abatements
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,,LEVY OF 2018,0.00,25189678.46,-93124.97,-24579631.84,8464.09,,-75705.72,449680.02,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 1998,3705.21,,,,,,,3705.21,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 1999,1900.15,,,,,,,1900.15,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2000,1695.21,,,,,,,1695.21,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2001,1095.91,,,,,,,1095.91,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2002,3615.73,,,,,,,3615.73,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2003,2863.34,,,,,,,2863.34,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2004,3167.94,,,,,,,3167.94,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2005,2159.34,,,,,,,2159.34,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2006,3577.66,,,-29.78,,,,3547.88,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2007,3446.79,,,-36.39,,,,3410.40,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2008,3390.91,,,-42.81,,,,3348.10,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2009,3944.88,,,-52.16,,,,3892.72,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2010,4173.67,,,-1029.68,,,,3143.99,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2011,4073.73,,,-1588.04,,,,2485.69,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2012,4014.32,,,-1653.89,,,,2360.43,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2013,4209.72,,,-1691.42,,,,2518.30,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2014,4546.90,,,-1740.45,,,,2806.45,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2015,3486.39,,,-1671.61,,,,1814.78,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2016,5207.28,,,-1877.56,,,,3329.72,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2017,10219.48,,,-4098.09,,,,6121.39,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,PERSONAL PROPERTY,LEVY OF 2018,0.00,733582.05,,-712638.75,,,-3672.29,17271.01,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,MOTOR VEHICLE EXCISE,LEVY OF 2003,6414.82,,,,,,,6414.82,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,MOTOR VEHICLE EXCISE,LEVY OF 2004,5723.78,,,,,,,5723.78,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,52,MOTOR VEHICLE EXCISE,LEVY OF 2005,5471.35,,,-182.81,,,,5288.54,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2007,15258.04,,,-1095.42,,,,14162.62,two printed lines read as one,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2008,3698.32,,,-132.49,,,,3565.83,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2009,3764.29,,,-153.96,,,,3610.33,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2010,3305.22,,,,,,,3305.22,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2011,6178.44,,,-52.50,,,,6125.94,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2012,4429.92,,,-106.46,,,,4323.46,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2013,5281.46,,,-1025.31,,,,4256.15,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2014,8891.18,,-40.52,-2168.56,42.50,,,6724.60,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2015,13037.35,,-480.18,-4401.06,602.78,,,8758.89,checked,
2018,sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv,53,,LEVY OF 2016,29085.78,,-247.92,-17022.68,1492.39,,,13307.57,checked,
