fy,town,enrollment_reason,lea,district,students,doc_id_sending,doc_id_receiving
2015,Lunenburg,Resident/Member,04680000,Ma Academy for Math and Science,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,Resident/Member,08320000,Montachusett Regional Vocational Technical,76,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,00640000,Clinton,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,00970000,Fitchburg,28,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,01250000,Harvard,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,01530000,Leominster,22,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,01580000,Littleton,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,01740000,Maynard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,06100000,Ashburnham-Westminster,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,06160000,Ayer Shirley School District,9,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,06730000,Groton-Dunstable,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,07250000,Nashoba,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,07350000,North Middlesex,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,07550000,Ralph C Mahar,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,08520000,Nashoba Valley Regional Vocational Technical,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,School Choice Program,39010000,Greater Commonwealth Virtual District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Lunenburg,Tuitioned In - Waived by Local Agreement,06000000,Acton-Boxborough,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Mendon,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Methuen,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Monson,School Choice Program,06160000,Ayer Shirley School District,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Out of State,Tuitioned - Out of State,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,Resident/Member,07350000,North Middlesex,1549,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,School Choice Program,06730000,Groton-Dunstable,35,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Pepperell,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Princeton,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Royalston,School Choice Program,06100000,Ashburnham-Westminster,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,Resident/Member,06160000,Ayer Shirley School District,606,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,School Choice Program,01250000,Harvard,10,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,School Choice Program,06730000,Groton-Dunstable,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,School Choice Program,07350000,North Middlesex,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,Tuitioned In - Agreement With Another In-state District,01620000,Lunenburg,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Shirley,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,19,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Sterling,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Stow,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Sudbury,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Templeton,School Choice Program,06100000,Ashburnham-Westminster,10,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Templeton,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Townsend,Resident/Member,07350000,North Middlesex,1280,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Townsend,School Choice Program,01250000,Harvard,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Townsend,School Choice Program,06160000,Ayer Shirley School District,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Townsend,School Choice Program,06730000,Groton-Dunstable,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Tyngsborough,School Choice Program,06730000,Groton-Dunstable,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Westford,Tuitioned In - Agreement With Another In-state District,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Westminster,Resident/Member,06100000,Ashburnham-Westminster,1162,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Westminster,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Winchendon,School Choice Program,06100000,Ashburnham-Westminster,15,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Winchendon,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2015,Winchendon,School Choice Program,07350000,North Middlesex,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Acton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Acton,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashburnham,Foreign Exchange Student,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashburnham,Resident/Member,06100000,Ashburnham-Westminster,1035,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashburnham,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashburnham,School Choice Program,07350000,North Middlesex,7,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashby,Foreign Exchange Student,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashby,Resident/Member,07350000,North Middlesex,387,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashby,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ashby,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Athol,School Choice Program,06100000,Ashburnham-Westminster,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ayer,Resident/Member,06160000,Ayer Shirley School District,869,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ayer,School Choice Program,01250000,Harvard,22,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ayer,School Choice Program,06730000,Groton-Dunstable,7,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Ayer,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Bolton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Chelmsford,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Clinton,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Clinton,School Choice Program,06160000,Ayer Shirley School District,8,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Devens,School Choice Program,06160000,Ayer Shirley School District,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Devens,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Devens,Tuitioned In - Agreement With Another In-state District,01250000,Harvard,81,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Devens,Tuitioned In - Paid by Parent/Guardian,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Dracut,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Dunstable,Foreign Exchange Student,06730000,Groton-Dunstable,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Dunstable,Resident/Member,06730000,Groton-Dunstable,523,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Dunstable,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Dunstable,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Fitchburg,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Fitchburg,School Choice Program,01620000,Lunenburg,22,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Fitchburg,School Choice Program,06100000,Ashburnham-Westminster,46,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Fitchburg,School Choice Program,06160000,Ayer Shirley School District,47,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Fitchburg,School Choice Program,07350000,North Middlesex,53,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Fitchburg,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Foxborough,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Gardner,School Choice Program,01620000,Lunenburg,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Gardner,School Choice Program,06100000,Ashburnham-Westminster,79,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Gardner,School Choice Program,06160000,Ayer Shirley School District,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Gardner,School Choice Program,07350000,North Middlesex,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Groton,Foreign Exchange Student,06730000,Groton-Dunstable,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Groton,Resident/Member,06730000,Groton-Dunstable,1816,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Groton,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Groton,School Choice Program,07350000,North Middlesex,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Groton,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2016,Harvard,Resident/Member,01250000,Harvard,928,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
