fy,document,page,mode,gutters,money,chars,rows,sections,totals,note
2013,4119-fy-2013-annual-town-report.pdf,33,ocr,0,0,2798,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,34,ocr,0,0,2968,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,35,ocr,0,0,3732,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,36,ocr,0,0,3861,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,37,ocr,0,0,2103,0,staff_roster,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,38,ocr,0,0,3239,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,39,ocr,0,0,1838,0,staff_roster,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,40,ocr,0,0,3682,0,town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,41,ocr,0,0,3182,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,42,ocr,0,0,1100,0,staff_roster,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,43,ocr,0,0,33,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,44,ocr,0,0,3058,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,45,ocr,0,0,2924,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,46,ocr,0,0,2929,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,47,ocr,0,0,2707,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,48,ocr,0,0,4591,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,49,ocr,0,0,4358,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,50,ocr,0,0,4504,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,51,ocr,0,0,4217,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,52,ocr,0,0,3583,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,53,ocr,0,0,3035,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,54,ocr,0,0,4017,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,55,ocr,0,0,3895,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,56,ocr,0,0,2316,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,57,ocr,0,0,632,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,58,ocr,0,0,997,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,59,ocr,0,0,3341,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,60,ocr,0,0,2,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,61,ocr,2,75,2056,5,trust_funds|enterprise|debt,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,62,ocr,2,3,91,3,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,63,ocr,6,80,2839,48,receipts,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,64,ocr,4,6,167,4,appropriations|debt,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,65,ocr,1,124,1714,5,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,66,ocr,2,130,1809,6,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,67,ocr,2,141,1912,5,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,68,ocr,2,88,1341,5,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,69,ocr,2,76,1330,5,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,70,ocr,2,47,750,5,capital_project,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,71,ocr,2,74,1208,4,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,72,ocr,2,77,1297,4,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,73,ocr,2,66,1172,4,trust_funds,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,74,ocr,2,64,1134,4,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,75,ocr,2,66,1200,4,enterprise,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,76,ocr,1,70,2529,3,town_meeting|school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,77,ocr,0,23,990,1,trust_funds,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,78,ocr,10,225,1801,25,trust_funds,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,79,ocr,10,180,1673,20,trust_funds,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,80,ocr,0,1,1033,1,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,81,ocr,0,6,958,2,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,82,ocr,0,0,320,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,83,ocr,10,174,1808,71,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,84,ocr,0,0,3999,0,town_meeting|school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,85,ocr,0,2,3867,1,town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,86,ocr,0,4,3946,1,enterprise|town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,87,ocr,0,58,2059,2,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,88,ocr,2,22,2372,3,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,89,ocr,0,4,3471,1,town_meeting,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,90,ocr,0,0,1983,0,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,91,ocr,0,0,1065,0,school_report,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,92,ocr,0,0,1184,0,trust_funds,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,93,ocr,0,94,2947,2,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,94,ocr,0,105,1559,2,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,95,ocr,0,107,2559,2,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,96,ocr,0,110,2909,2,,,0 low-confidence money line(s)
2013,4119-fy-2013-annual-town-report.pdf,97,ocr,0,13,367,1,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,1,ocr,0,0,67,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,2,ocr,0,0,30,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,3,plain,0,0,2229,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,4,plain,0,0,1072,0,appropriations|special_revenue|capital_project|trust_funds|balance_sheet,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,5,plain,0,0,650,0,town_meeting|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,6,plain,0,2,275,2,tax_rate|town_meeting,,
2014,4120-fy-2014-annual-town-report.pdf,7,plain,0,0,2186,0,town_meeting|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,8,plain,0,0,3611,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,9,plain,0,0,915,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,10,plain,0,0,710,0,trust_funds|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,11,plain,0,0,1515,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,12,plain,0,0,2105,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,13,plain,0,0,1747,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,14,plain,0,0,1887,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,15,plain,0,0,252,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,16,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,17,ocr,0,0,16,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,18,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,19,plain,0,0,4376,0,town_meeting|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,20,plain,1,80,2620,44,trust_funds|balance_sheet|debt,"TOTAL ASSETS=6,152,141.84 ; TOTAL LIABILITIES=4,665,792.89 ; TOTAL FUND EQUITY=1,486,348.95 ; TOTAL LIABILITIES/FUND EQUITY=6,152,141.84",
2014,4120-fy-2014-annual-town-report.pdf,21,plain,0,4,109,4,,,
2014,4120-fy-2014-annual-town-report.pdf,22,plain,1,109,3440,54,receipts,"GRAND TOTAL=30,789,379.47",
2014,4120-fy-2014-annual-town-report.pdf,23,plain,0,7,184,7,appropriations|debt,,
2014,4120-fy-2014-annual-town-report.pdf,24,plain,1,154,2493,47,,,
2014,4120-fy-2014-annual-town-report.pdf,25,plain,1,173,2758,53,,,
2014,4120-fy-2014-annual-town-report.pdf,26,plain,1,148,2408,45,,,
2014,4120-fy-2014-annual-town-report.pdf,27,plain,1,137,2230,40,school_report,,
2014,4120-fy-2014-annual-town-report.pdf,28,plain,1,132,2328,36,capital_project,"GRAND TOTAL=31,356,354.04",
2014,4120-fy-2014-annual-town-report.pdf,29,plain,1,83,1598,27,special_revenue|school_report,,
2014,4120-fy-2014-annual-town-report.pdf,30,plain,1,84,1635,27,special_revenue|school_report,,
2014,4120-fy-2014-annual-town-report.pdf,31,plain,1,73,1523,27,special_revenue,,
2014,4120-fy-2014-annual-town-report.pdf,32,plain,1,67,1395,23,special_revenue,,
2014,4120-fy-2014-annual-town-report.pdf,33,plain,1,75,1570,27,special_revenue|enterprise,"GRAND TOTAL=2,209,000.67",
2014,4120-fy-2014-annual-town-report.pdf,34,plain,1,136,3717,46,capital_project|town_meeting|school_report,,
2014,4120-fy-2014-annual-town-report.pdf,35,plain,3,75,3373,26,valuation|tax_rate,TOTALS=100.00,
2014,4120-fy-2014-annual-town-report.pdf,36,plain,1,28,1106,28,trust_funds,,
2014,4120-fy-2014-annual-town-report.pdf,37,plain,1,225,2861,25,trust_funds,"TOTALS=328,460.28 ; TOTALS=22,636.75 ; TOTALS=33,996.01",
2014,4120-fy-2014-annual-town-report.pdf,38,plain,1,221,3137,28,trust_funds,"TOTALS=421,615.61 ; TOTALS=973,524.91 ; GRAND TOTALS=1,787,033.56 ; GRAND TOTALS=2,035,635.35",
2014,4120-fy-2014-annual-town-report.pdf,39,plain,0,0,1903,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,40,plain,0,0,4418,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,41,plain,0,0,2342,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,42,plain,0,0,1524,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,43,plain,7,150,4064,44,,,
2014,4120-fy-2014-annual-town-report.pdf,44,plain,7,103,3190,25,,"GRAND TOTAL=8,077,787.51",
2014,4120-fy-2014-annual-town-report.pdf,45,ocr,0,0,15,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,46,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,47,plain,0,1,2448,1,,,
2014,4120-fy-2014-annual-town-report.pdf,48,plain,0,0,1880,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,49,plain,0,0,2803,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,50,plain,0,0,1335,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,51,plain,0,0,3193,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,52,plain,0,1,3353,1,,,
2014,4120-fy-2014-annual-town-report.pdf,53,plain,0,1,3268,1,,,
2014,4120-fy-2014-annual-town-report.pdf,54,plain,0,0,3098,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,55,plain,0,0,2517,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,56,plain,0,4,2299,3,town_meeting,,
2014,4120-fy-2014-annual-town-report.pdf,57,plain,0,0,3441,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,58,plain,0,0,430,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,59,plain,0,0,4873,0,town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,60,plain,0,0,5195,0,enterprise|town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,61,plain,0,0,1364,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,62,plain,0,0,2847,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,63,plain,0,0,618,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,64,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,65,ocr,0,0,30,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,66,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,67,plain,0,0,2586,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,68,plain,0,0,1996,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,69,plain,0,2,2297,2,,,
2014,4120-fy-2014-annual-town-report.pdf,70,plain,0,0,2307,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,71,plain,0,0,1745,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,72,plain,0,0,1680,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,73,plain,0,0,714,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,74,plain,0,0,3807,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,75,plain,0,0,3761,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,76,plain,0,0,2145,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,77,plain,0,0,1241,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,78,plain,0,0,2573,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,79,plain,0,0,1103,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,80,plain,0,0,2424,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,81,plain,0,0,2011,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,82,plain,0,0,3501,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,83,ocr,0,0,10,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,84,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,85,plain,0,0,2186,0,town_meeting|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,86,plain,0,0,2563,0,town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,87,plain,0,0,659,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,88,plain,0,0,2161,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,89,ocr,0,0,11,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,90,ocr,0,0,2,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,91,plain,0,0,2326,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,92,plain,0,0,3398,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,93,plain,0,0,3856,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,94,plain,0,0,2225,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,95,plain,0,0,2367,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,96,plain,0,0,2924,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,97,plain,0,0,3750,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,98,plain,0,0,2485,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,99,plain,0,0,3704,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,100,plain,0,0,3753,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,101,plain,0,0,697,0,school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,102,plain,0,0,1909,0,staff_roster,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,103,plain,0,0,2663,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,104,plain,0,0,3788,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,105,plain,0,0,1913,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,106,plain,0,0,3723,0,town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,107,plain,0,0,2827,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,108,plain,0,0,1264,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,109,plain,0,0,1111,0,staff_roster,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,110,plain,0,0,552,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,111,ocr,0,0,267,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,112,ocr,0,0,3,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,113,ocr,0,0,3943,0,school_report,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,114,ocr,0,0,2964,0,school_report,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,115,ocr,0,0,3091,0,school_report,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,116,ocr,0,0,1733,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,117,ocr,0,0,4062,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,118,ocr,0,0,4894,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,119,ocr,0,0,4906,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,120,ocr,0,0,3773,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,121,ocr,0,0,5135,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,122,ocr,0,0,3109,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,123,ocr,0,0,2071,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,124,ocr,0,0,3091,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,125,ocr,0,0,3877,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,126,ocr,0,0,3653,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,127,ocr,0,0,3524,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,128,ocr,0,0,2127,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,129,ocr,0,0,1078,0,school_report,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,130,ocr,0,0,3,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,131,ocr,0,0,13,0,,,0 low-confidence money line(s)
2014,4120-fy-2014-annual-town-report.pdf,132,plain,0,0,371,0,,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,133,plain,0,3,4124,3,town_meeting,,
2014,4120-fy-2014-annual-town-report.pdf,134,plain,0,0,2820,0,town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,135,plain,0,0,4109,0,town_meeting|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,136,plain,0,0,3938,0,town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,137,plain,0,7,3832,6,town_meeting,,
2014,4120-fy-2014-annual-town-report.pdf,138,plain,0,0,3536,0,enterprise|town_meeting|school_report,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,139,plain,1,33,1886,33,,,
2014,4120-fy-2014-annual-town-report.pdf,140,plain,1,35,1828,35,,,
2014,4120-fy-2014-annual-town-report.pdf,141,plain,1,32,1830,31,school_report,,
2014,4120-fy-2014-annual-town-report.pdf,142,plain,0,0,3222,0,enterprise|town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,143,plain,0,1,3480,1,town_meeting,,
2014,4120-fy-2014-annual-town-report.pdf,144,plain,0,0,2421,0,town_meeting,,"text, no figures"
2014,4120-fy-2014-annual-town-report.pdf,145,plain,0,0,3125,0,town_meeting,,"text, no figures"
