fy,lea,district,geo_level,indicator_category,indicator,indicator_level,printing,denominator_cnt,measure_cnt,measure_pct,value_type,reconciles,doc_id
2025,01250000,Harvard,district,Placement,Partial Inclusion,member,1,164,16,0.098,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Placement,Separate School in District,member,1,164,2,0.012,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Placement,Substantially Separate,member,1,164,8,0.049,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Placement,Total Students with Disabilities,total,1,164,164,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Race/Ethnicity,Asian,member,1,164,13,0.079,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Race/Ethnicity,Black or African American,member,1,164,7,0.043,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Race/Ethnicity,Hispanic or Latino,member,1,164,17,0.104,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Race/Ethnicity,Other,member,1,164,17,0.104,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Race/Ethnicity,Total Students with Disabilities,total,1,164,164,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Race/Ethnicity,White,member,1,164,110,0.671,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,13,142,0.092,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Services,member,1,8,142,0.056,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Teachers,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,24,142,0.169,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01250000,Harvard,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,142,142,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type,Autism,member,1,248,53,0.214,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type,Developmental Delay,member,1,248,36,0.145,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type,Health Impairment,member,1,248,40,0.161,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type,Other Disability,member,1,248,63,0.254,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type,Specific Learning Disabilities,member,1,248,56,0.226,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type,Total Students with Disabilities,total,1,248,248,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Autism,member,1,248,53,0.214,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Communication Disability,member,1,248,17,0.069,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Developmental Delay,member,1,248,36,0.145,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Emotional Disability,member,1,248,18,0.073,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Health Impairment,member,1,248,40,0.161,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Intellectual Disability,member,1,248,5,0.02,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Multiple Disabilities,member,1,248,13,0.052,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Neurological Disability,member,1,248,10,0.04,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Specific Learning Disabilities,member,1,248,56,0.226,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Disability Type All,Total Students with Disabilities,total,1,248,248,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,238,142,0.597,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,238,84,0.353,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,238,3,0.013,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,238,9,0.038,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,238,238,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Enrollment,Students with Disabilities,member,1,1573,248,0.158,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Enrollment,Students without Disabilities,member,1,1573,1325,0.842,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Enrollment,Total In- and Out-of-District Students,total,1,1573,1573,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Gender,Female,member,1,248,91,0.367,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Gender,Male,member,1,248,157,0.633,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Gender,Nonbinary,member,1,248,0,0.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Gender,Total Students with Disabilities,total,1,248,248,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Grade Span,Grades 3 to 5,member,1,248,47,0.19,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Grade Span,Grades 6 to 8,member,1,248,68,0.274,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Grade Span,Grades 9 to 12,member,1,248,51,0.206,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Grade Span,PK to 2,member,1,248,70,0.282,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Grade Span,Special Education Beyond Grade 12,member,1,248,12,0.048,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Grade Span,Total Students with Disabilities,total,1,248,248,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,In District/Out of District,In-District,member,1,248,238,0.96,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,In District/Out of District,Out-of-District,member,1,248,10,0.04,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,In District/Out of District,Total Students with Disabilities,total,1,248,248,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Placement,Full Inclusion,member,1,248,177,0.714,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Placement,Partial Inclusion,member,1,248,13,0.052,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Placement,Separate School in District,member,1,248,1,0.004,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Placement,Substantially Separate,member,1,248,44,0.177,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Placement,Total Students with Disabilities,total,1,248,248,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Race/Ethnicity,Asian,member,1,248,3,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Race/Ethnicity,Black or African American,member,1,248,17,0.069,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Race/Ethnicity,Hispanic or Latino,member,1,248,33,0.133,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Race/Ethnicity,Other,member,1,248,7,0.028,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Race/Ethnicity,Total Students with Disabilities,total,1,248,248,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Race/Ethnicity,White,member,1,248,188,0.758,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,20,238,0.084,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Services,member,1,11.5,238,0.048,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Teachers,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,33.7,238,0.142,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,238,238,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type,Autism,member,1,403,75,0.186,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type,Communication Disability,member,1,403,49,0.122,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type,Health Impairment,member,1,403,86,0.213,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type,Other Disability,member,1,403,110,0.273,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type,Specific Learning Disabilities,member,1,403,83,0.206,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type,Total Students with Disabilities,total,1,403,403,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Autism,member,1,403,75,0.186,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Communication Disability,member,1,403,49,0.122,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Developmental Delay,member,1,403,47,0.117,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Emotional Disability,member,1,403,32,0.079,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Health Impairment,member,1,403,86,0.213,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Intellectual Disability,member,1,403,10,0.025,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Multiple Disabilities,member,1,403,5,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Neurological Disability,member,1,403,9,0.022,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Physical Impairment,member,1,403,2,0.005,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Sensory Impairment,member,1,403,5,0.012,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Specific Learning Disabilities,member,1,403,83,0.206,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Disability Type All,Total Students with Disabilities,total,1,403,403,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,390,252,0.646,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,390,123,0.315,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,390,4,0.01,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,390,11,0.028,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,390,390,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Enrollment,Students with Disabilities,member,1,2268,403,0.178,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Enrollment,Students without Disabilities,member,1,2268,1865,0.822,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Enrollment,Total In- and Out-of-District Students,total,1,2268,2268,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Gender,Female,member,1,403,148,0.367,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Gender,Male,member,1,403,252,0.625,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Gender,Nonbinary,member,1,403,3,0.007,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Gender,Total Students with Disabilities,total,1,403,403,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade Span,Grades 3 to 5,member,1,403,112,0.278,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade Span,Grades 6 to 8,member,1,403,102,0.253,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade Span,Grades 9 to 12,member,1,403,102,0.253,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade Span,PK to 2,member,1,403,80,0.199,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade Span,Special Education Beyond Grade 12,member,1,403,7,0.017,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Grade Span,Total Students with Disabilities,total,1,403,403,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,In District/Out of District,In-District,member,1,403,390,0.968,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,In District/Out of District,Out-of-District,member,1,403,13,0.032,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,In District/Out of District,Total Students with Disabilities,total,1,403,403,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Placement,Full Inclusion,member,1,403,289,0.717,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Placement,Partial Inclusion,member,1,403,65,0.161,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Placement,Separate School in District,member,1,403,4,0.01,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Placement,Substantially Separate,member,1,403,32,0.079,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Placement,Total Students with Disabilities,total,1,403,403,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Asian,member,1,403,2,0.005,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Black or African American,member,1,403,10,0.025,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Hispanic or Latino,member,1,403,30,0.074,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Other,member,1,403,21,0.052,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Total Students with Disabilities,total,1,403,403,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Race/Ethnicity,White,member,1,403,340,0.844,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,71,390,0.182,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Services,member,1,6,390,0.015,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Teachers,member,1,24,390,0.062,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,105.8,390,0.271,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,390,390,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type,Autism,member,1,357,71,0.199,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type,Developmental Delay,member,1,357,51,0.143,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type,Health Impairment,member,1,357,44,0.123,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type,Other Disability,member,1,357,86,0.241,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type,Specific Learning Disabilities,member,1,357,105,0.294,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type,Total Students with Disabilities,total,1,357,357,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Autism,member,1,357,71,0.199,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Communication Disability,member,1,357,30,0.084,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Developmental Delay,member,1,357,51,0.143,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Emotional Disability,member,1,357,21,0.059,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Health Impairment,member,1,357,44,0.123,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Intellectual Disability,member,1,357,9,0.025,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Neurological Disability,member,1,357,19,0.053,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Physical Impairment,member,1,357,1,0.003,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Sensory Impairment,member,1,357,6,0.017,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Specific Learning Disabilities,member,1,357,105,0.294,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Disability Type All,Total Students with Disabilities,total,1,357,357,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,332,183,0.551,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,332,129,0.389,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,332,10,0.03,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,332,10,0.03,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,332,332,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Enrollment,Students with Disabilities,member,1,1748,357,0.204,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Enrollment,Students without Disabilities,member,1,1748,1391,0.796,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Enrollment,Total In- and Out-of-District Students,total,1,1748,1748,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Gender,Female,member,1,357,123,0.345,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Gender,Male,member,1,357,234,0.655,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Gender,Total Students with Disabilities,total,1,357,357,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Grade Span,Grades 3 to 5,member,1,357,104,0.291,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Grade Span,Grades 6 to 8,member,1,357,84,0.235,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Grade Span,Grades 9 to 12,member,1,357,77,0.216,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Grade Span,PK to 2,member,1,357,81,0.227,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Grade Span,Special Education Beyond Grade 12,member,1,357,11,0.031,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Grade Span,Total Students with Disabilities,total,1,357,357,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,In District/Out of District,In-District,member,1,357,332,0.93,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,In District/Out of District,Out-of-District,member,1,357,25,0.07,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,In District/Out of District,Total Students with Disabilities,total,1,357,357,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Placement,Full Inclusion,member,1,357,275,0.77,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Placement,Partial Inclusion,member,1,357,36,0.101,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Placement,Separate School in District,member,1,357,2,0.006,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Placement,Substantially Separate,member,1,357,21,0.059,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Placement,Total Students with Disabilities,total,1,357,357,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Race/Ethnicity,Asian,member,1,357,8,0.022,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Race/Ethnicity,Black or African American,member,1,357,24,0.067,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Race/Ethnicity,Hispanic or Latino,member,1,357,48,0.134,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Race/Ethnicity,Other,member,1,357,22,0.062,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Race/Ethnicity,Total Students with Disabilities,total,1,357,357,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2025,06160000,Ayer Shirley,district,Race/Ethnicity,White,member,1,357,255,0.714,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
