fy,lea,district,geo_level,indicator_category,indicator,indicator_level,printing,denominator_cnt,measure_cnt,measure_pct,value_type,reconciles,doc_id
2022,06160000,Ayer Shirley,district,In District/Out of District,Total Students with Disabilities,total,1,339,339,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Placement,Full Inclusion,member,1,339,252,0.743,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Placement,Partial Inclusion,member,1,339,31,0.091,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Placement,Separate School in District,member,1,339,6,0.018,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Placement,Substantially Separate,member,1,339,21,0.062,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Placement,Total Students with Disabilities,total,1,339,339,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Race/Ethnicity,Asian,member,1,339,6,0.018,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Race/Ethnicity,Black or African American,member,1,339,16,0.047,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Race/Ethnicity,Hispanic or Latino,member,1,339,35,0.103,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Race/Ethnicity,Other,member,1,339,22,0.065,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Race/Ethnicity,Total Students with Disabilities,total,1,339,339,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Race/Ethnicity,White,member,1,339,260,0.767,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,55.3,306,0.181,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Special Education FTEs per 100 SWDs,Services,member,1,8,306,0.026,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Special Education FTEs per 100 SWDs,Teachers,member,1,26.9,306,0.088,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,90.19999999999999,306,0.295,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,306,306,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type,Autism,member,2,339,54,0.159,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type,Communication Disability,member,1,339,48,0.142,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type,Health Impairment,member,2,339,45,0.133,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type,Other Disability,member,2,339,111,0.327,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type,Specific Learning Disabilities,member,2,339,81,0.239,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type,Total Students with Disabilities,total,2,339,339,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Autism,member,2,339,54,0.159,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Communication Disability,member,2,339,48,0.142,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Developmental Delay,member,2,339,44,0.13,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Emotional Disability,member,2,339,33,0.097,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Health Impairment,member,2,339,45,0.133,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Intellectual Disability,member,2,339,10,0.029,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Multiple Disabilities,member,2,339,2,0.006,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Neurological Disability,member,2,339,13,0.038,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Physical Impairment,member,2,339,1,0.003,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Sensory Impairment,member,2,339,8,0.024,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Specific Learning Disabilities,member,2,339,81,0.239,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06160000,Ayer Shirley School District,district,Disability Type All,Total Students with Disabilities,total,2,339,339,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Autism,member,1,370,65,0.176,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Communication Disability,member,1,370,35,0.095,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Developmental Delay,member,1,370,52,0.141,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Health Impairment,member,1,370,78,0.211,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Other Disability,member,1,370,78,0.211,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Other Disability,member,2,370,95,0.257,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Specific Learning Disabilities,member,1,370,97,0.262,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type,Total Students with Disabilities,total,1,370,370,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Autism,member,1,370,65,0.176,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Communication Disability,member,1,370,35,0.095,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Developmental Delay,member,1,370,52,0.141,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Emotional Disability,member,1,370,19,0.051,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Health Impairment,member,1,370,78,0.211,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Intellectual Disability,member,1,370,6,0.016,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Multiple Disabilities,member,1,370,6,0.016,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Neurological Disability,member,1,370,8,0.022,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Sensory Impairment,member,1,370,4,0.011,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Specific Learning Disabilities,member,1,370,97,0.262,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Disability Type All,Total Students with Disabilities,total,1,370,370,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,347,263,0.758,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,347,79,0.228,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,347,3,0.009,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,347,2,0.006,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,347,347,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Enrollment,Students with Disabilities,member,1,2338,370,0.158,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Enrollment,Students without Disabilities,member,1,2338,1968,0.842,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Enrollment,Total In- and Out-of-District Students,total,1,2338,2338,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Gender,Female,member,1,370,128,0.346,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Gender,Male,member,1,370,242,0.654,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Gender,Nonbinary,member,1,370,0,0.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Gender,Total Students with Disabilities,total,1,370,370,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Grade Span,Grades 3 to 5,member,1,370,103,0.278,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Grade Span,Grades 6 to 8,member,1,370,92,0.249,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Grade Span,Grades 9 to 12,member,1,370,101,0.273,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Grade Span,PK to 2,member,1,370,67,0.181,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Grade Span,Special Education Beyond Grade 12,member,1,370,7,0.019,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Grade Span,Total Students with Disabilities,total,1,370,370,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,In District/Out of District,In-District,member,1,370,347,0.938,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,In District/Out of District,Out-of-District,member,1,370,23,0.062,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,In District/Out of District,Total Students with Disabilities,total,1,370,370,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Placement,Full Inclusion,member,1,370,270,0.73,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Placement,Partial Inclusion,member,1,370,51,0.138,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Placement,Separate School in District,member,1,370,2,0.005,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Placement,Substantially Separate,member,1,370,27,0.073,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Placement,Total Students with Disabilities,total,1,370,370,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Race/Ethnicity,Asian,member,1,370,13,0.035,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Race/Ethnicity,Black or African American,member,1,370,6,0.016,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Race/Ethnicity,Hispanic or Latino,member,1,370,22,0.059,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Race/Ethnicity,Other,member,1,370,9,0.024,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Race/Ethnicity,Total Students with Disabilities,total,1,370,370,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Race/Ethnicity,White,member,1,370,320,0.865,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2022,06730000,Groton-Dunstable,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,52.8,347,0.152,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
